"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
126,3 Jan 2020 04:58:31.221,3 Jan 2020 05:07:10.774,519.553
127,3 Jan 2020 06:33:33.913,3 Jan 2020 06:44:16.321,642.408
128,3 Jan 2020 08:11:24.297,3 Jan 2020 08:20:27.102,542.805
129,3 Jan 2020 09:49:59.945,3 Jan 2020 09:57:25.425,445.480
130,3 Jan 2020 11:27:03.627,3 Jan 2020 11:35:58.692,535.065
131,3 Jan 2020 13:03:14.476,3 Jan 2020 13:13:55.141,640.665
132,3 Jan 2020 14:40:13.139,3 Jan 2020 14:49:10.451,537.312
133,4 Jan 2020 04:07:42.855,4 Jan 2020 04:13:53.161,370.306
134,4 Jan 2020 05:41:16.829,4 Jan 2020 05:51:56.774,639.945
135,4 Jan 2020 07:18:28.291,4 Jan 2020 07:28:11.928,583.637
136,4 Jan 2020 08:57:07.440,4 Jan 2020 09:04:45.401,457.962
137,4 Jan 2020 10:34:43.248,4 Jan 2020 10:42:57.360,494.112
138,4 Jan 2020 12:10:59.357,4 Jan 2020 12:21:20.998,621.641
139,4 Jan 2020 13:47:30.812,4 Jan 2020 13:57:36.241,605.429
140,5 Jan 2020 04:49:16.184,5 Jan 2020 04:59:29.226,613.042
141,5 Jan 2020 06:25:40.121,5 Jan 2020 06:35:57.481,617.360
142,5 Jan 2020 08:04:07.118,5 Jan 2020 08:12:15.192,488.075
143,5 Jan 2020 09:42:14.526,5 Jan 2020 09:49:56.301,461.774
144,5 Jan 2020 11:18:44.784,5 Jan 2020 11:28:34.360,589.576
145,5 Jan 2020 12:55:01.421,5 Jan 2020 13:05:38.508,637.088
146,5 Jan 2020 14:33:20.583,5 Jan 2020 14:38:51.966,331.383
147,6 Jan 2020 03:57:36.534,6 Jan 2020 04:06:48.517,551.983
148,6 Jan 2020 05:33:02.597,6 Jan 2020 05:43:41.422,638.825
149,6 Jan 2020 07:11:04.166,6 Jan 2020 07:19:52.386,528.220
150,6 Jan 2020 08:49:34.824,6 Jan 2020 08:57:00.815,445.991
151,6 Jan 2020 10:26:28.444,6 Jan 2020 10:35:37.905,549.461
152,6 Jan 2020 12:02:39.262,6 Jan 2020 12:13:22.330,643.068
153,6 Jan 2020 13:39:51.580,6 Jan 2020 13:48:12.780,501.200

