"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
106,15 Dec 2019 22:30:05.685,15 Dec 2019 22:38:25.891,500.206
107,16 Dec 2019 11:56:50.941,16 Dec 2019 12:03:40.821,409.880
108,16 Dec 2019 13:30:46.942,16 Dec 2019 13:41:25.429,638.486
109,16 Dec 2019 15:08:04.255,16 Dec 2019 15:17:38.355,574.100
110,16 Dec 2019 16:46:37.497,16 Dec 2019 16:54:17.095,459.598
111,16 Dec 2019 18:24:01.380,16 Dec 2019 18:32:31.342,509.962
112,16 Dec 2019 20:00:14.754,16 Dec 2019 20:10:42.607,627.853
113,16 Dec 2019 21:36:51.994,16 Dec 2019 21:46:37.556,585.562
114,17 Dec 2019 12:38:18.089,17 Dec 2019 12:48:34.905,616.815
115,17 Dec 2019 14:14:49.785,17 Dec 2019 14:24:58.626,608.841
116,17 Dec 2019 15:53:14.760,17 Dec 2019 16:00:00.000,405.240

