"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
80,14 Feb 2020 13:50:29.304,14 Feb 2020 14:01:11.575,642.271
81,14 Feb 2020 15:28:00.184,14 Feb 2020 15:37:20.632,560.448
82,14 Feb 2020 17:06:14.125,14 Feb 2020 17:14:14.298,480.173
83,14 Feb 2020 18:43:10.747,14 Feb 2020 18:52:26.690,555.943
84,14 Feb 2020 20:19:20.107,14 Feb 2020 20:30:00.213,640.107
85,14 Feb 2020 21:56:19.380,14 Feb 2020 22:04:53.770,514.390
86,15 Feb 2020 11:23:27.582,15 Feb 2020 11:29:04.051,336.469
87,15 Feb 2020 12:56:37.260,15 Feb 2020 13:07:12.186,634.926
88,15 Feb 2020 14:33:28.648,15 Feb 2020 14:43:25.458,596.809
89,15 Feb 2020 16:11:44.720,15 Feb 2020 16:19:55.698,490.978
90,15 Feb 2020 17:49:10.233,15 Feb 2020 17:57:50.072,519.839
91,15 Feb 2020 19:25:24.952,15 Feb 2020 19:35:50.995,626.043
92,15 Feb 2020 21:01:54.309,15 Feb 2020 21:11:48.271,593.962
93,16 Feb 2020 12:03:03.015,16 Feb 2020 12:13:03.096,600.081
94,16 Feb 2020 13:39:04.825,16 Feb 2020 13:49:30.552,625.727
95,16 Feb 2020 15:17:07.646,16 Feb 2020 15:25:45.693,518.047
96,16 Feb 2020 16:55:00.651,16 Feb 2020 17:03:12.819,492.168
97,16 Feb 2020 18:31:29.704,16 Feb 2020 18:41:27.849,598.144
98,16 Feb 2020 20:07:43.801,16 Feb 2020 20:18:15.368,631.568
99,16 Feb 2020 21:46:01.149,16 Feb 2020 21:51:13.128,311.979
100,17 Feb 2020 11:09:52.780,17 Feb 2020 11:18:37.513,524.733
101,17 Feb 2020 12:44:52.000,17 Feb 2020 12:55:33.228,641.229
102,17 Feb 2020 14:22:28.063,17 Feb 2020 14:31:42.201,554.138
103,17 Feb 2020 16:00:39.807,17 Feb 2020 16:08:40.152,480.345
104,17 Feb 2020 17:37:31.663,17 Feb 2020 17:46:53.976,562.313
105,17 Feb 2020 19:13:40.685,17 Feb 2020 19:24:21.590,640.905
106,17 Feb 2020 20:50:46.732,17 Feb 2020 20:59:02.386,495.654
107,18 Feb 2020 10:17:23.380,18 Feb 2020 10:23:37.949,374.569
108,18 Feb 2020 11:50:53.057,18 Feb 2020 12:01:30.613,637.556
109,18 Feb 2020 13:27:51.213,18 Feb 2020 13:37:42.320,591.107
110,18 Feb 2020 15:06:07.637,18 Feb 2020 15:14:15.613,487.976

