"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
109,31 Dec 2019 14:00:20.650,31 Dec 2019 14:10:41.635,620.985
110,31 Dec 2019 15:36:53.212,31 Dec 2019 15:46:55.004,601.793
111,1 Jan 2020 06:38:50.101,1 Jan 2020 06:48:56.692,606.592
112,1 Jan 2020 08:15:09.163,1 Jan 2020 08:25:27.139,617.976
113,1 Jan 2020 09:53:31.197,1 Jan 2020 10:01:46.107,494.910
114,1 Jan 2020 11:31:36.715,1 Jan 2020 11:39:25.148,468.433
115,1 Jan 2020 13:08:08.681,1 Jan 2020 13:17:58.974,590.293
116,1 Jan 2020 14:44:26.611,1 Jan 2020 14:55:00.779,634.169
117,1 Jan 2020 16:22:47.904,1 Jan 2020 16:28:11.398,323.494
118,2 Jan 2020 05:47:15.394,2 Jan 2020 05:56:17.813,542.419
119,2 Jan 2020 07:22:36.163,2 Jan 2020 07:33:13.615,637.452
120,2 Jan 2020 09:00:32.842,2 Jan 2020 09:09:26.120,533.278
121,2 Jan 2020 10:39:00.073,2 Jan 2020 10:46:33.932,453.859
122,2 Jan 2020 12:15:54.883,2 Jan 2020 12:25:06.740,551.857
123,2 Jan 2020 13:52:07.202,2 Jan 2020 14:02:48.216,641.013
124,2 Jan 2020 15:29:20.780,2 Jan 2020 15:37:36.660,495.880
125,3 Jan 2020 04:56:13.682,3 Jan 2020 05:03:13.113,419.431
126,3 Jan 2020 06:30:16.063,3 Jan 2020 06:40:56.092,640.029
127,3 Jan 2020 08:07:37.085,3 Jan 2020 08:17:10.346,573.260
128,3 Jan 2020 09:46:12.315,3 Jan 2020 09:53:51.658,459.343
129,3 Jan 2020 11:23:36.737,3 Jan 2020 11:32:08.473,511.736
130,3 Jan 2020 12:59:51.607,3 Jan 2020 13:10:20.224,628.617
131,3 Jan 2020 14:36:31.771,3 Jan 2020 14:46:14.093,582.322
132,4 Jan 2020 04:07:08.441,4 Jan 2020 04:08:18.528,70.087
133,4 Jan 2020 05:38:11.427,4 Jan 2020 05:48:31.660,620.233
134,4 Jan 2020 07:14:47.957,4 Jan 2020 07:24:56.098,608.142
135,4 Jan 2020 08:53:15.815,4 Jan 2020 09:01:19.115,483.299
136,4 Jan 2020 10:31:11.385,4 Jan 2020 10:39:08.755,477.370
137,4 Jan 2020 12:07:37.287,4 Jan 2020 12:17:39.127,601.840
138,4 Jan 2020 13:43:59.042,4 Jan 2020 13:54:24.908,625.866
139,4 Jan 2020 15:23:09.944,4 Jan 2020 15:26:35.574,205.630
140,5 Jan 2020 04:46:26.113,5 Jan 2020 04:55:55.915,569.802
141,5 Jan 2020 06:22:08.523,5 Jan 2020 06:32:41.001,632.479
142,5 Jan 2020 08:00:15.165,5 Jan 2020 08:08:54.584,519.419
