Network Pass #,GS Name,SC Name,SC NORAD ID,Start Time (UTCG),Stop Time (UTCG),Duration (sec),Max El (deg)
21,VCC-NET,VCC-A,44428,2020-03-27 05:18:16.977,2020-03-27 05:27:55.736,578.759,18.661
22,VCC-NET,VCC-B,44431,2020-03-27 05:20:17.953,2020-03-27 05:29:50.757,572.804,17.812
23,VCC-NET,VCC-C,44430,2020-03-27 19:40:39.905,2020-03-27 19:50:52.092,612.187,21.616
24,VCC-NET,VCC-A,44428,2020-03-27 20:19:03.002,2020-03-27 20:30:17.243,674.241,55.064
25,VCC-NET,VCC-B,44431,2020-03-27 20:21:00.563,2020-03-27 20:32:16.577,676.014,58.292
26,VCC-NET,VCC-C,44430,2020-03-27 21:15:56.421,2020-03-27 21:27:17.515,681.094,47.44
27,VCC-NET,VCC-A,44428,2020-03-27 21:55:32.804,2020-03-27 22:06:30.484,657.68,23.755
28,VCC-NET,VCC-B,44431,2020-03-27 21:57:33.623,2020-03-27 22:08:29.223,655.6,23.011
29,VCC-NET,VCC-C,44430,2020-03-27 22:53:45.399,2020-03-27 23:02:58.324,552.925,11.031
30,VCC-NET,VCC-C,44430,2020-03-28 02:08:39.387,2020-03-28 02:18:49.505,610.118,18.561
31,VCC-NET,VCC-A,44428,2020-03-28 02:48:04.178,2020-03-28 02:58:59.685,655.507,33.07
32,VCC-NET,VCC-B,44431,2020-03-28 02:50:02.721,2020-03-28 03:01:00.083,657.362,34.343
33,VCC-NET,VCC-C,44430,2020-03-28 03:44:39.850,2020-03-28 03:55:57.928,678.078,77.846
34,VCC-NET,VCC-A,44428,2020-03-28 04:24:19.445,2020-03-28 04:35:03.719,644.274,39.471
35,VCC-NET,VCC-B,44431,2020-03-28 04:26:18.829,2020-03-28 04:37:00.120,641.291,37.455
36,VCC-NET,VCC-A,44428,2020-03-28 19:25:55.883,2020-03-28 19:36:23.098,627.215,24.535
37,VCC-NET,VCC-B,44431,2020-03-28 19:27:51.186,2020-03-28 19:38:22.462,631.276,25.724
38,VCC-NET,VCC-C,44430,2020-03-28 20:20:51.773,2020-03-28 20:32:18.825,687.052,82.054
39,VCC-NET,VCC-A,44428,2020-03-28 21:01:28.308,2020-03-28 21:12:50.366,682.058,42.497
40,VCC-NET,VCC-B,44431,2020-03-28 21:03:27.649,2020-03-28 21:14:48.442,680.793,40.667
41,VCC-NET,VCC-C,44430,2020-03-28 21:58:02.267,2020-03-28 22:08:21.935,619.668,15.522
42,VCC-NET,VCC-A,44428,2020-03-28 22:39:27.287,2020-03-28 22:48:37.923,550.636,10.675
43,VCC-NET,VCC-B,44431,2020-03-28 22:41:51.069,2020-03-28 22:50:36.489,525.42,10.488
44,VCC-NET,VCC-C,44430,2020-03-29 01:13:43.181,2020-03-29 01:23:05.280,562.099,12.614
45,VCC-NET,VCC-A,44428,2020-03-29 01:54:24.384,2020-03-29 02:04:45.316,620.932,20.157
46,VCC-NET,VCC-B,44431,2020-03-29 01:56:22.410,2020-03-29 02:06:45.802,623.392,20.726
47,VCC-NET,VCC-C,44430,2020-03-29 02:49:40.873,2020-03-29 03:00:53.964,673.091,64.264
48,VCC-NET,VCC-A,44428,2020-03-29 03:30:30.929,2020-03-29 03:41:51.211,680.282,88.909
49,VCC-NET,VCC-B,44431,2020-03-29 03:32:29.182,2020-03-29 03:43:48.734,679.552,86.851
50,VCC-NET,VCC-C,44430,2020-03-29 04:26:09.428,2020-03-29 04:35:45.880,576.452,18.798
51,VCC-NET,VCC-A,44428,2020-03-29 18:33:07.788,2020-03-29 18:42:12.798,545.01,11.714
52,VCC-NET,VCC-B,44431,2020-03-29 18:35:01.689,2020-03-29 18:44:12.829,551.14,12.31
53,VCC-NET,VCC-C,44430,2020-03-29 19:26:04.886,2020-03-29 19:37:13.681,668.795,52.161
54,VCC-NET,VCC-A,44428,2020-03-29 20:07:36.729,2020-03-29 20:19:07.850,691.121,88.545
55,VCC-NET,VCC-B,44431,2020-03-29 20:09:34.501,2020-03-29 20:21:05.500,690.999,87.242
56,VCC-NET,VCC-C,44430,2020-03-29 21:02:26.267,2020-03-29 21:13:21.653,655.386,24.221
57,VCC-NET,VCC-A,44428,2020-03-29 21:45:00.744,2020-03-29 21:55:16.697,615.953,14.584
58,VCC-NET,VCC-B,44431,2020-03-29 21:47:01.016,2020-03-29 21:57:14.446,613.43,14.26
59,VCC-NET,VCC-A,44428,2020-03-30 01:00:44.869,2020-03-30 01:10:20.081,575.212,13.72
60,VCC-NET,VCC-B,44431,2020-03-30 01:02:37.819,2020-03-30 01:12:20.484,582.665,14.027
61,VCC-NET,VCC-C,44430,2020-03-30 01:54:42.794,2020-03-30 02:05:31.841,649.047,31.521
62,VCC-NET,VCC-A,44428,2020-03-30 02:36:46.940,2020-03-30 02:48:06.497,679.557,76.205
63,VCC-NET,VCC-B,44431,2020-03-30 02:38:44.367,2020-03-30 02:50:04.572,680.205,80.035
64,VCC-NET,VCC-C,44430,2020-03-30 03:30:51.452,2020-03-30 03:41:34.447,642.995,41.503
65,VCC-NET,VCC-A,44428,2020-03-30 04:13:26.640,2020-03-30 04:23:07.006,580.366,16.252
66,VCC-NET,VCC-B,44431,2020-03-30 04:15:25.940,2020-03-30 04:25:00.277,574.337,15.515
67,VCC-NET,VCC-C,44430,2020-03-30 18:31:41.112,2020-03-30 18:41:57.636,616.524,22.599
68,VCC-NET,VCC-A,44428,2020-03-30 19:14:00.911,2020-03-30 19:25:20.134,679.223,65.024
69,VCC-NET,VCC-B,44431,2020-03-30 19:15:56.993,2020-03-30 19:27:17.619,680.626,68.742
70,VCC-NET,VCC-C,44430,2020-03-30 20:07:01.401,2020-03-30 20:18:21.344,679.943,45.365
71,VCC-NET,VCC-A,44428,2020-03-30 20:50:39.982,2020-03-30 21:01:31.505,651.523,21.685
72,VCC-NET,VCC-B,44431,2020-03-30 20:52:39.160,2020-03-30 21:03:28.524,649.364,21.046
73,VCC-NET,VCC-C,44430,2020-03-30 21:44:51.998,2020-03-30 21:54:02.149,550.151,10.828
74,VCC-NET,VCC-A,44428,2020-03-31 00:07:29.003,2020-03-31 00:16:07.509,518.506,10.076
75,VCC-NET,VCC-B,44431,2020-03-31 00:09:26.488,2020-03-31 00:18:07.285,520.797,10.252
76,VCC-NET,VCC-C,44430,2020-03-31 00:59:42.615,2020-03-31 01:09:54.543,611.928,19.004
77,VCC-NET,VCC-A,44428,2020-03-31 01:43:04.396,2020-03-31 01:54:04.579,660.183,36.943
78,VCC-NET,VCC-B,44431,2020-03-31 01:45:01.244,2020-03-31 01:56:03.095,661.851,38.445
79,VCC-NET,VCC-C,44430,2020-03-31 02:35:42.892,2020-03-31 02:46:59.960,677.068,81.59
80,VCC-NET,VCC-A,44428,2020-03-31 03:19:22.083,2020-03-31 03:29:56.642,634.559,33.931
81,VCC-NET,VCC-B,44431,2020-03-31 03:21:19.908,2020-03-31 03:31:51.072,631.164,32.286
82,VCC-NET,VCC-C,44430,2020-03-31 17:37:36.706,2020-03-31 17:46:22.675,525.969,10.303
83,VCC-NET,VCC-A,44428,2020-03-31 18:20:44.935,2020-03-31 18:31:23.650,638.715,28.184
84,VCC-NET,VCC-B,44431,2020-03-31 18:22:39.070,2020-03-31 18:33:21.301,642.231,29.573
85,VCC-NET,VCC-C,44430,2020-03-31 19:11:50.841,2020-03-31 19:23:17.995,687.154,85.779
86,VCC-NET,VCC-A,44428,2020-03-31 19:56:28.769,2020-03-31 20:07:47.086,678.317,37.525
87,VCC-NET,VCC-B,44431,2020-03-31 19:58:26.730,2020-03-31 20:09:43.622,676.892,36.031
88,VCC-NET,VCC-C,44430,2020-03-31 20:49:03.495,2020-03-31 20:59:20.700,617.205,15.184
89,VCC-NET,VCC-A,44428,2020-03-31 21:34:54.962,2020-03-31 21:43:35.877,520.915,10.147
90,VCC-NET,VCC-C,44430,2020-04-01 00:04:41.819,2020-04-01 00:14:05.770,563.951,12.836
91,VCC-NET,VCC-A,44428,2020-04-01 00:49:20.637,2020-04-01 00:59:48.042,627.405,21.834
92,VCC-NET,VCC-B,44431,2020-04-01 00:51:17.145,2020-04-01 01:01:46.886,629.741,22.472
93,VCC-NET,VCC-C,44430,2020-04-01 01:40:38.814,2020-04-01 01:51:52.162,673.348,67.217
94,VCC-NET,VCC-A,44428,2020-04-01 02:25:27.767,2020-04-01 02:36:37.579,669.812,79.036
95,VCC-NET,VCC-B,44431,2020-04-01 02:27:24.620,2020-04-01 02:38:33.077,668.457,75.009
96,VCC-NET,VCC-C,44430,2020-04-01 03:17:08.572,2020-04-01 03:26:39.167,570.595,18.005
97,VCC-NET,VCC-A,44428,2020-04-01 17:27:50.326,2020-04-01 17:37:12.544,562.218,13.493
98,VCC-NET,VCC-B,44431,2020-04-01 17:29:43.336,2020-04-01 17:39:10.922,567.586,14.145
99,VCC-NET,VCC-C,44430,2020-04-01 18:16:57.925,2020-04-01 18:28:08.354,670.429,54.801
100,VCC-NET,VCC-A,44428,2020-04-01 19:02:30.040,2020-04-01 19:14:00.746,690.706,79.66
101,VCC-NET,VCC-B,44431,2020-04-01 19:04:26.685,2020-04-01 19:15:57.031,690.346,75.781
102,VCC-NET,VCC-C,44430,2020-04-01 19:53:21.905,2020-04-01 20:04:15.413,653.508,23.547
103,VCC-NET,VCC-A,44428,2020-04-01 20:40:01.013,2020-04-01 20:50:09.695,608.682,13.684
104,VCC-NET,VCC-B,44431,2020-04-01 20:42:00.026,2020-04-01 20:52:06.195,606.169,13.395
105,VCC-NET,VCC-A,44428,2020-04-01 23:55:32.868,2020-04-02 00:05:19.935,587.067,14.606
106,VCC-NET,VCC-B,44431,2020-04-01 23:57:29.292,2020-04-02 00:07:18.958,589.666,14.943
107,VCC-NET,VCC-C,44430,2020-04-02 00:45:35.812,2020-04-02 00:56:25.952,650.14,32.489
108,VCC-NET,VCC-A,44428,2020-04-02 01:31:38.693,2020-04-02 01:42:59.351,680.658,87.368
109,VCC-NET,VCC-B,44431,2020-04-02 01:33:34.894,2020-04-02 01:44:55.965,681.071,88.55
110,VCC-NET,VCC-C,44430,2020-04-02 02:21:44.865,2020-04-02 02:32:24.864,639.999,39.616
111,VCC-NET,VCC-A,44428,2020-04-02 03:08:23.805,2020-04-02 03:17:22.166,538.361,14.192
112,VCC-NET,VCC-B,44431,2020-04-02 03:10:22.101,2020-04-02 03:19:14.196,532.095,13.538
113,VCC-NET,VCC-C,44430,2020-04-02 17:22:27.854,2020-04-02 17:32:48.053,620.199,23.497
114,VCC-NET,VCC-A,44428,2020-04-02 18:08:46.592,2020-04-02 18:20:09.731,683.139,76.015
115,VCC-NET,VCC-B,44431,2020-04-02 18:10:41.802,2020-04-02 18:22:06.023,684.221,80.073
116,VCC-NET,VCC-C,44430,2020-04-02 18:57:51.327,2020-04-02 19:09:10.263,678.936,43.674
117,VCC-NET,VCC-A,44428,2020-04-02 19:45:34.243,2020-04-02 19:56:19.597,645.354,19.964
118,VCC-NET,VCC-B,44431,2020-04-02 19:47:32.431,2020-04-02 19:58:15.545,643.114,19.44
119,VCC-NET,VCC-C,44430,2020-04-02 20:35:43.258,2020-04-02 20:44:51.045,547.787,10.658
120,VCC-NET,VCC-A,44428,2020-04-02 23:02:18.100,2020-04-02 23:11:02.740,524.64,10.575
121,VCC-NET,VCC-B,44431,2020-04-02 23:04:14.439,2020-04-02 23:13:01.406,526.967,10.767
122,VCC-NET,VCC-C,44430,2020-04-02 23:50:30.863,2020-04-03 00:00:44.325,613.462,19.402
123,VCC-NET,VCC-A,44428,2020-04-03 00:37:51.588,2020-04-03 00:48:55.842,664.254,41.417
124,VCC-NET,VCC-B,44431,2020-04-03 00:39:47.391,2020-04-03 00:50:53.132,665.741,43.203
125,VCC-NET,VCC-C,44430,2020-04-03 01:26:30.972,2020-04-03 01:37:47.052,676.08,84.915
126,VCC-NET,VCC-A,44428,2020-04-03 02:14:11.973,2020-04-03 02:24:35.901,623.928,29.487
127,VCC-NET,VCC-B,44431,2020-04-03 02:16:08.888,2020-04-03 02:26:28.984,620.096,28.113
128,VCC-NET,VCC-C,44430,2020-04-03 16:28:17.877,2020-04-03 16:37:09.324,531.447,10.74
129,VCC-NET,VCC-A,44428,2020-04-03 17:15:22.156,2020-04-03 17:26:10.651,648.495,32.346
130,VCC-NET,VCC-B,44431,2020-04-03 17:17:15.711,2020-04-03 17:28:07.262,651.551,33.985
131,VCC-NET,VCC-C,44430,2020-04-03 18:02:34.983,2020-04-03 18:14:02.204,687.221,89.004
132,VCC-NET,VCC-A,44428,2020-04-03 18:51:16.477,2020-04-03 19:02:30.780,674.303,33.552
133,VCC-NET,VCC-B,44431,2020-04-03 18:53:13.693,2020-04-03 19:04:26.426,672.733,32.305
134,VCC-NET,VCC-C,44430,2020-04-03 19:39:49.431,2020-04-03 19:50:04.535,615.104,14.903
135,VCC-NET,VCC-C,44430,2020-04-03 22:55:25.419,2020-04-03 23:04:50.953,565.534,13.034
136,VCC-NET,VCC-A,44428,2020-04-03 23:44:03.746,2020-04-03 23:54:37.168,633.422,23.672
137,VCC-NET,VCC-B,44431,2020-04-03 23:45:59.390,2020-04-03 23:56:35.032,635.642,24.395
138,VCC-NET,VCC-C,44430,2020-04-04 00:31:21.795,2020-04-04 00:42:35.282,673.487,69.877
139,VCC-NET,VCC-A,44428,2020-04-04 01:20:11.731,2020-04-04 01:31:16.927,665.196,68.043
140,VCC-NET,VCC-B,44431,2020-04-04 01:22:07.832,2020-04-04 01:33:11.364,663.532,64.412
141,VCC-NET,VCC-C,44430,2020-04-04 02:07:52.597,2020-04-04 02:17:37.465,584.868,17.344
142,VCC-NET,VCC-A,44428,2020-04-04 16:22:21.267,2020-04-04 16:31:58.229,576.962,15.391
143,VCC-NET,VCC-B,44431,2020-04-04 16:24:13.966,2020-04-04 16:33:55.662,581.696,16.113
144,VCC-NET,VCC-C,44430,2020-04-04 17:07:36.193,2020-04-04 17:18:47.990,671.797,57.179
145,VCC-NET,VCC-A,44428,2020-04-04 17:57:10.777,2020-04-04 18:08:40.499,689.722,69.208
146,VCC-NET,VCC-B,44431,2020-04-04 17:59:06.916,2020-04-04 18:10:36.079,689.163,65.785
147,VCC-NET,VCC-C,44430,2020-04-04 18:44:02.326,2020-04-04 18:54:54.243,651.917,22.995
148,VCC-NET,VCC-A,44428,2020-04-04 19:34:48.101,2020-04-04 19:44:49.823,601.722,12.903
149,VCC-NET,VCC-B,44431,2020-04-04 19:36:46.509,2020-04-04 19:46:45.724,599.215,12.642
150,VCC-NET,VCC-A,44428,2020-04-04 22:50:12.399,2020-04-04 23:00:06.259,593.86,15.553
151,VCC-NET,VCC-B,44431,2020-04-04 22:52:08.128,2020-04-04 23:02:04.558,596.43,15.923
152,VCC-NET,VCC-C,44430,2020-04-04 23:36:13.850,2020-04-04 23:47:04.866,651.016,33.355
153,VCC-NET,VCC-A,44428,2020-04-05 00:26:17.482,2020-04-05 00:37:38.599,681.117,81.411
154,VCC-NET,VCC-B,44431,2020-04-05 00:28:13.106,2020-04-05 00:39:34.404,681.298,83.406
155,VCC-NET,VCC-C,44430,2020-04-05 01:12:23.222,2020-04-05 01:23:00.533,637.311,38.083
156,VCC-NET,VCC-A,44428,2020-04-05 02:03:08.441,2020-04-05 02:12:01.330,532.889,12.409
157,VCC-NET,VCC-B,44431,2020-04-05 02:05:06.413,2020-04-05 02:13:53.172,526.759,11.818
158,VCC-NET,VCC-C,44430,2020-04-05 16:13:00.048,2020-04-05 16:23:23.316,623.268,24.293
159,VCC-NET,VCC-A,44428,2020-04-05 17:03:19.906,2020-04-05 17:14:46.037,686.131,87.359
160,VCC-NET,VCC-B,44431,2020-04-05 17:05:14.863,2020-04-05 17:16:41.799,686.936,88.415
161,VCC-NET,VCC-C,44430,2020-04-05 17:48:26.137,2020-04-05 17:59:44.226,678.089,42.315
162,VCC-NET,VCC-A,44428,2020-04-05 18:40:15.506,2020-04-05 18:50:54.732,639.226,18.573
163,VCC-NET,VCC-B,44431,2020-04-05 18:42:13.345,2020-04-05 18:52:50.261,636.916,18.106
164,VCC-NET,VCC-C,44430,2020-04-05 19:26:41.969,2020-04-05 19:35:24.950,522.981,10.519
165,VCC-NET,VCC-A,44428,2020-04-05 21:56:19.645,2020-04-05 22:05:44.589,564.944,11.106
166,VCC-NET,VCC-B,44431,2020-04-05 21:58:15.683,2020-04-05 22:07:42.804,567.121,11.317
167,VCC-NET,VCC-C,44430,2020-04-05 22:41:04.088,2020-04-05 22:51:18.819,614.731,19.749
168,VCC-NET,VCC-A,44428,2020-04-05 23:32:25.730,2020-04-05 23:43:33.476,667.746,46.579
169,VCC-NET,VCC-B,44431,2020-04-05 23:34:21.140,2020-04-05 23:45:30.197,669.057,48.713
170,VCC-NET,VCC-C,44430,2020-04-06 00:17:04.034,2020-04-06 00:28:19.181,675.147,87.785
171,VCC-NET,VCC-A,44428,2020-04-06 01:08:49.071,2020-04-06 01:19:01.505,612.434,25.866
172,VCC-NET,VCC-B,44431,2020-04-06 01:10:45.740,2020-04-06 01:20:53.864,608.124,24.693
173,VCC-NET,VCC-C,44430,2020-04-06 15:18:44.627,2020-04-06 15:27:40.588,535.961,11.117
174,VCC-NET,VCC-A,44428,2020-04-06 16:09:47.353,2020-04-06 16:20:44.144,656.791,37.102
175,VCC-NET,VCC-B,44431,2020-04-06 16:11:40.923,2020-04-06 16:22:40.385,659.462,39.055
176,VCC-NET,VCC-C,44430,2020-04-06 16:53:04.130,2020-04-06 17:04:31.412,687.282,88.242
177,VCC-NET,VCC-A,44428,2020-04-06 17:45:51.337,2020-04-06 17:57:01.427,670.09,30.33
178,VCC-NET,VCC-B,44431,2020-04-06 17:47:48.454,2020-04-06 17:58:56.835,668.381,29.268
179,VCC-NET,VCC-C,44430,2020-04-06 18:30:20.013,2020-04-06 18:40:33.389,613.376,14.675
180,VCC-NET,VCC-C,44430,2020-04-06 21:45:53.928,2020-04-06 21:55:20.788,566.86,13.203
181,VCC-NET,VCC-A,44428,2020-04-06 22:38:33.696,2020-04-06 22:49:12.671,638.975,25.69
182,VCC-NET,VCC-B,44431,2020-04-06 22:40:29.124,2020-04-06 22:51:10.212,641.088,26.514
183,VCC-NET,VCC-C,44430,2020-04-06 23:21:49.761,2020-04-06 23:33:03.298,673.537,72.186
184,VCC-NET,VCC-A,44428,2020-04-07 00:14:42.781,2020-04-07 00:25:42.712,659.931,58.572
185,VCC-NET,VCC-B,44431,2020-04-07 00:16:38.785,2020-04-07 00:27:36.738,657.953,55.418
186,VCC-NET,VCC-C,44430,2020-04-07 00:58:21.429,2020-04-07 01:08:02.082,580.653,16.806
187,VCC-NET,VCC-A,44428,2020-04-07 15:16:39.504,2020-04-07 15:26:29.990,590.486,17.423
188,VCC-NET,VCC-B,44431,2020-04-07 15:18:31.197,2020-04-07 15:28:27.174,595.977,18.232
189,VCC-NET,VCC-C,44430,2020-04-07 15:57:59.620,2020-04-07 16:09:12.553,672.933,59.238
190,VCC-NET,VCC-A,44428,2020-04-07 16:51:38.818,2020-04-07 17:03:07.106,688.288,60.411
191,VCC-NET,VCC-B,44431,2020-04-07 16:53:35.094,2020-04-07 17:05:02.636,687.542,57.475
192,VCC-NET,VCC-C,44430,2020-04-07 17:34:27.469,2020-04-07 17:45:18.093,650.624,22.554
193,VCC-NET,VCC-A,44428,2020-04-07 18:29:21.939,2020-04-07 18:39:17.033,595.094,12.223
194,VCC-NET,VCC-B,44431,2020-04-07 18:31:20.385,2020-04-07 18:41:12.990,592.605,11.986
195,VCC-NET,VCC-A,44428,2020-04-07 21:44:38.633,2020-04-07 21:54:39.020,600.387,16.56
196,VCC-NET,VCC-B,44431,2020-04-07 21:46:34.332,2020-04-07 21:56:37.252,602.92,16.97
197,VCC-NET,VCC-C,44430,2020-04-07 22:26:36.858,2020-04-07 22:37:28.556,651.698,34.1
198,VCC-NET,VCC-A,44428,2020-04-07 23:20:43.268,2020-04-07 23:32:04.257,680.989,89.593
199,VCC-NET,VCC-B,44431,2020-04-07 23:22:38.970,2020-04-07 23:33:59.908,680.938,89.662
200,VCC-NET,VCC-C,44430,2020-04-08 00:02:46.462,2020-04-08 00:13:21.441,634.979,36.866
201,VCC-NET,VCC-A,44428,2020-04-08 00:57:40.529,2020-04-08 01:06:15.820,515.291,10.848
202,VCC-NET,VCC-B,44431,2020-04-08 00:59:38.869,2020-04-08 01:08:07.280,508.411,10.304
203,VCC-NET,VCC-C,44430,2020-04-08 15:03:17.609,2020-04-08 15:13:43.382,625.773,24.973
204,VCC-NET,VCC-A,44428,2020-04-08 15:57:40.725,2020-04-08 16:09:09.059,688.334,87.221
205,VCC-NET,VCC-B,44431,2020-04-08 15:59:36.058,2020-04-08 16:11:04.950,688.892,83.284
206,VCC-NET,VCC-C,44430,2020-04-08 16:38:45.765,2020-04-08 16:50:03.185,677.42,41.252
207,VCC-NET,VCC-A,44428,2020-04-08 17:34:43.662,2020-04-08 17:45:16.878,633.216,17.379
208,VCC-NET,VCC-B,44431,2020-04-08 17:36:41.801,2020-04-08 17:47:12.641,630.84,16.957
209,VCC-NET,VCC-C,44430,2020-04-08 18:17:02.266,2020-04-08 18:25:43.811,521.545,10.409
210,VCC-NET,VCC-A,44428,2020-04-08 20:50:42.524,2020-04-08 21:00:13.010,570.486,11.669
211,VCC-NET,VCC-B,44431,2020-04-08 20:52:38.714,2020-04-08 21:02:11.424,572.71,11.9
212,VCC-NET,VCC-C,44430,2020-04-08 21:31:22.237,2020-04-08 21:41:37.986,615.749,20.04
213,VCC-NET,VCC-A,44428,2020-04-08 22:26:46.786,2020-04-08 22:37:57.493,670.707,52.503
214,VCC-NET,VCC-B,44431,2020-04-08 22:28:42.453,2020-04-08 22:39:54.308,671.855,55.046
215,VCC-NET,VCC-C,44430,2020-04-08 23:07:22.013,2020-04-08 23:18:36.327,674.314,89.807
216,VCC-NET,VCC-A,44428,2020-04-09 00:03:13.331,2020-04-09 00:13:13.469,600.138,22.871
217,VCC-NET,VCC-B,44431,2020-04-09 00:05:10.420,2020-04-09 00:15:05.724,595.304,21.846
218,VCC-NET,VCC-C,44430,2020-04-09 14:08:56.862,2020-04-09 14:17:56.444,539.582,11.431
219,VCC-NET,VCC-A,44428,2020-04-09 15:04:00.340,2020-04-09 15:15:04.155,663.815,42.534
220,VCC-NET,VCC-B,44431,2020-04-09 15:05:54.553,2020-04-09 15:17:00.700,666.147,44.867
221,VCC-NET,VCC-C,44430,2020-04-09 15:43:18.218,2020-04-09 15:54:45.571,687.353,87.323
222,VCC-NET,VCC-A,44428,2020-04-09 16:40:13.250,2020-04-09 16:51:19.000,665.75,27.682
223,VCC-NET,VCC-B,44431,2020-04-09 16:42:10.907,2020-04-09 16:53:14.831,663.924,26.759
224,VCC-NET,VCC-C,44430,2020-04-09 17:20:35.188,2020-04-09 17:30:47.208,612.02,14.497
225,VCC-NET,VCC-C,44430,2020-04-09 20:36:07.304,2020-04-09 20:45:35.231,567.927,13.342
226,VCC-NET,VCC-A,44428,2020-04-09 21:32:50.465,2020-04-09 21:43:34.541,644.076,27.905
227,VCC-NET,VCC-B,44431,2020-04-09 21:34:46.338,2020-04-09 21:45:32.424,646.086,28.853
228,VCC-NET,VCC-C,44430,2020-04-09 22:12:02.657,2020-04-09 22:23:16.179,673.522,74.098
229,VCC-NET,VCC-A,44428,2020-04-09 23:09:00.869,2020-04-09 23:19:54.961,654.092,50.713
230,VCC-NET,VCC-B,44431,2020-04-09 23:10:57.436,2020-04-09 23:21:49.207,651.771,48.01
231,VCC-NET,VCC-C,44430,2020-04-09 23:48:34.994,2020-04-09 23:58:12.116,577.122,16.38
232,VCC-NET,VCC-A,44428,2020-04-10 14:10:43.349,2020-04-10 14:20:47.922,604.573,19.606
233,VCC-NET,VCC-B,44431,2020-04-10 14:12:36.001,2020-04-10 14:22:45.549,609.548,20.521
234,VCC-NET,VCC-C,44430,2020-04-10 14:48:08.142,2020-04-10 14:59:21.994,673.852,60.933
235,VCC-NET,VCC-A,44428,2020-04-10 15:45:54.067,2020-04-10 15:57:20.546,686.479,53.208
236,VCC-NET,VCC-B,44431,2020-04-10 15:47:51.123,2020-04-10 15:59:16.685,685.562,50.708
237,VCC-NET,VCC-C,44430,2020-04-10 16:24:37.282,2020-04-10 16:35:26.909,649.627,22.216
238,VCC-NET,VCC-A,44428,2020-04-10 17:23:42.432,2020-04-10 17:33:31.285,588.853,11.631
239,VCC-NET,VCC-B,44431,2020-04-10 17:25:41.575,2020-04-10 17:35:01.006,559.431,11.412
240,VCC-NET,VCC-A,44428,2020-04-10 20:38:51.567,2020-04-10 20:48:58.180,606.613,17.63
241,VCC-NET,VCC-B,44431,2020-04-10 20:40:47.891,2020-04-10 20:50:57.010,609.119,18.084
242,VCC-NET,VCC-C,44430,2020-04-10 21:16:44.782,2020-04-10 21:27:36.986,652.204,34.71
243,VCC-NET,VCC-A,44428,2020-04-10 22:14:56.014,2020-04-10 22:26:16.333,680.319,83.977
244,VCC-NET,VCC-B,44431,2020-04-10 22:16:52.450,2020-04-10 22:28:12.481,680.031,79.965
245,VCC-NET,VCC-C,44430,2020-04-10 22:52:54.525,2020-04-10 23:03:27.569,633.044,35.932
246,VCC-NET,VCC-C,44430,2020-04-11 13:53:20.478,2020-04-11 14:03:48.211,627.733,25.523
