Pass #,GS Name,SC Name,SC NORAD ID,Start Time (UTCG),Stop Time (UTCG),Duration (sec),Max El (deg)
23,VTGS,VCC-C,44430,2019-12-16 21:37:09.958,2019-12-16 21:46:55.354,585.396,19.609
24,UVAGS,VCC-C,44430,2019-12-16 21:37:27.697,2019-12-16 21:46:49.359,561.662,15.024
25,ODUGS,VCC-C,44430,2019-12-16 21:38:05.721,2019-12-16 21:47:15.488,549.767,13.532
26,WFF,VCC-C,44430,2019-12-16 21:38:11.666,2019-12-16 21:46:57.228,525.562,11.312
27,ODUGS,VCC-A,44428,2019-12-17 11:41:03.197,2019-12-17 11:49:53.922,530.725,11.632
28,WFF,VCC-A,44428,2019-12-17 11:41:23.587,2019-12-17 11:50:10.560,526.973,11.459
29,ODUGS,VCC-B,44431,2019-12-17 11:43:40.723,2019-12-17 11:52:39.995,539.272,12.448
30,WFF,VCC-B,44431,2019-12-17 11:44:01.122,2019-12-17 11:52:56.632,535.51,12.252
31,VTGS,VCC-C,44430,2019-12-17 12:38:37.484,2019-12-17 12:48:54.403,616.919,32.133
32,UVAGS,VCC-C,44430,2019-12-17 12:39:00.123,2019-12-17 12:49:24.241,624.118,35.562
33,ODUGS,VCC-C,44430,2019-12-17 12:39:01.001,2019-12-17 12:49:37.405,636.404,53.585
34,WFF,VCC-C,44430,2019-12-17 12:39:20.135,2019-12-17 12:49:53.930,633.795,50.692
35,VTGS,VCC-A,44428,2019-12-17 13:15:37.304,2019-12-17 13:26:18.643,641.339,86.699
36,UVAGS,VCC-A,44428,2019-12-17 13:16:02.856,2019-12-17 13:26:47.181,644.325,86.879
37,ODUGS,VCC-A,44428,2019-12-17 13:16:14.376,2019-12-17 13:26:56.222,641.846,57.271
38,WFF,VCC-A,44428,2019-12-17 13:16:32.031,2019-12-17 13:27:13.496,641.465,62.063
39,VTGS,VCC-B,44431,2019-12-17 13:18:20.182,2019-12-17 13:29:01.675,641.493,87.647
40,UVAGS,VCC-B,44431,2019-12-17 13:18:45.881,2019-12-17 13:29:30.179,644.298,81.527
41,ODUGS,VCC-B,44431,2019-12-17 13:18:58.136,2019-12-17 13:29:38.981,640.845,53.514
42,WFF,VCC-B,44431,2019-12-17 13:19:15.653,2019-12-17 13:29:56.334,640.681,58.063
43,VTGS,VCC-C,44430,2019-12-17 14:15:09.660,2019-12-17 14:25:18.198,608.538,24.383
44,UVAGS,VCC-C,44430,2019-12-17 14:15:36.709,2019-12-17 14:25:47.522,610.813,24.132
45,ODUGS,VCC-C,44430,2019-12-17 14:16:04.401,2019-12-17 14:25:52.435,588.034,17.964
46,WFF,VCC-C,44430,2019-12-17 14:16:17.513,2019-12-17 14:26:11.946,594.433,19.671
47,VTGS,VCC-A,44428,2019-12-17 14:53:06.887,2019-12-17 15:02:33.004,566.117,14.626
48,UVAGS,VCC-A,44428,2019-12-17 14:53:32.595,2019-12-17 15:03:04.367,571.772,14.976
49,ODUGS,VCC-A,44428,2019-12-17 14:54:09.099,2019-12-17 15:03:08.204,539.105,11.358
50,WFF,VCC-A,44428,2019-12-17 14:54:18.066,2019-12-17 15:03:29.827,551.761,12.737
51,VTGS,VCC-B,44431,2019-12-17 14:55:53.224,2019-12-17 15:05:15.704,562.48,14.153
52,UVAGS,VCC-B,44431,2019-12-17 14:56:18.755,2019-12-17 15:05:47.261,568.506,14.53
53,ODUGS,VCC-B,44431,2019-12-17 14:56:55.858,2019-12-17 15:05:51.065,535.207,11.02
54,WFF,VCC-B,44431,2019-12-17 14:57:04.472,2019-12-17 15:06:12.870,548.398,12.388
55,VTGS,VCC-A,44428,2019-12-17 18:09:00.921,2019-12-17 18:17:42.725,521.804,10.145
56,UVAGS,VCC-A,44428,2019-12-17 18:09:05.930,2019-12-17 18:18:17.981,552.051,12.517
57,WFF,VCC-A,44428,2019-12-17 18:09:38.457,2019-12-17 18:19:01.135,562.678,13.901
58,ODUGS,VCC-A,44428,2019-12-17 18:09:44.969,2019-12-17 18:18:47.017,542.048,11.564
59,VTGS,VCC-B,44431,2019-12-17 18:11:44.004,2019-12-17 18:20:29.510,525.506,10.425
60,UVAGS,VCC-B,44431,2019-12-17 18:11:48.985,2019-12-17 18:21:04.363,555.378,12.864
61,WFF,VCC-B,44431,2019-12-17 18:12:21.321,2019-12-17 18:21:47.441,566.12,14.329
62,ODUGS,VCC-B,44431,2019-12-17 18:12:27.754,2019-12-17 18:21:33.748,545.994,11.929
63,VTGS,VCC-C,44430,2019-12-17 19:07:55.038,2019-12-17 19:17:55.325,600.287,21.323
64,UVAGS,VCC-C,44430,2019-12-17 19:08:00.957,2019-12-17 19:18:19.652,618.695,27.124
65,WFF,VCC-C,44430,2019-12-17 19:08:31.212,2019-12-17 19:18:57.522,626.31,32.818
66,ODUGS,VCC-C,44430,2019-12-17 19:08:35.431,2019-12-17 19:18:53.435,618.004,26.85
67,VTGS,VCC-A,44428,2019-12-17 19:45:15.513,2019-12-17 19:55:50.052,634.539,41.548
68,UVAGS,VCC-A,44428,2019-12-17 19:45:23.228,2019-12-17 19:56:06.762,643.534,57.151
69,WFF,VCC-A,44428,2019-12-17 19:45:54.371,2019-12-17 19:56:38.901,644.53,75.593
70,ODUGS,VCC-A,44428,2019-12-17 19:45:56.694,2019-12-17 19:56:40.611,643.917,59.274
71,VTGS,VCC-B,44431,2019-12-17 19:47:58.166,2019-12-17 19:58:34.297,636.131,44.112
72,UVAGS,VCC-B,44431,2019-12-17 19:48:06.044,2019-12-17 19:58:50.435,644.391,61.041
73,WFF,VCC-B,44431,2019-12-17 19:48:37.317,2019-12-17 19:59:22.086,644.769,80.765
74,ODUGS,VCC-B,44431,2019-12-17 19:48:39.487,2019-12-17 19:59:24.221,644.734,63.538
75,VTGS,VCC-C,44430,2019-12-17 20:44:14.430,2019-12-17 20:54:42.197,627.767,40.49
76,UVAGS,VCC-C,44430,2019-12-17 20:44:27.433,2019-12-17 20:54:44.820,617.387,29.854
77,ODUGS,VCC-C,44430,2019-12-17 20:45:02.439,2019-12-17 20:55:14.942,612.503,27.344
78,WFF,VCC-C,44430,2019-12-17 20:45:04.372,2019-12-17 20:55:03.014,598.642,22.74
79,VTGS,VCC-A,44428,2019-12-17 21:22:01.775,2019-12-17 21:31:32.882,571.107,16.644
80,UVAGS,VCC-A,44428,2019-12-17 21:22:21.088,2019-12-17 21:31:24.383,543.295,12.714
81,ODUGS,VCC-A,44428,2019-12-17 21:23:00.267,2019-12-17 21:31:49.187,528.92,11.349
82,VTGS,VCC-B,44431,2019-12-17 21:24:47.011,2019-12-17 21:34:11.562,564.551,15.631
83,UVAGS,VCC-B,44431,2019-12-17 21:25:06.991,2019-12-17 21:34:02.068,535.077,11.905
84,ODUGS,VCC-B,44431,2019-12-17 21:25:46.652,2019-12-17 21:34:26.306,519.654,10.582
85,VTGS,VCC-C,44430,2019-12-18 11:46:30.732,2019-12-18 11:55:54.029,563.297,15.861
86,ODUGS,VCC-C,44430,2019-12-18 11:46:40.341,2019-12-18 11:56:44.829,604.488,24.691
87,UVAGS,VCC-C,44430,2019-12-18 11:46:49.539,2019-12-18 11:56:26.491,576.952,17.656
88,WFF,VCC-C,44430,2019-12-18 11:47:00.160,2019-12-18 11:57:01.061,600.901,23.974
89,VTGS,VCC-A,44428,2019-12-18 12:23:41.415,2019-12-18 12:34:07.998,626.583,39.248
90,UVAGS,VCC-A,44428,2019-12-18 12:24:04.806,2019-12-18 12:34:37.430,632.624,43.463
91,ODUGS,VCC-A,44428,2019-12-18 12:24:08.018,2019-12-18 12:34:49.581,641.563,66.732
92,WFF,VCC-A,44428,2019-12-18 12:24:26.928,2019-12-18 12:35:06.260,639.332,62.757
93,VTGS,VCC-B,44431,2019-12-18 12:26:22.765,2019-12-18 12:36:51.667,628.902,42.154
94,UVAGS,VCC-B,44431,2019-12-18 12:26:46.395,2019-12-18 12:37:20.975,634.58,46.682
95,ODUGS,VCC-B,44431,2019-12-18 12:26:50.406,2019-12-18 12:37:32.795,642.389,71.918
96,WFF,VCC-B,44431,2019-12-18 12:27:09.200,2019-12-18 12:37:49.507,640.307,67.557
97,VTGS,VCC-C,44430,2019-12-18 13:22:07.341,2019-12-18 13:32:39.534,632.193,42.803
98,UVAGS,VCC-C,44430,2019-12-18 13:22:34.185,2019-12-18 13:33:08.050,633.865,40.952
99,ODUGS,VCC-C,44430,2019-12-18 13:22:54.206,2019-12-18 13:33:14.625,620.419,28.76
100,WFF,VCC-C,44430,2019-12-18 13:23:09.764,2019-12-18 13:33:32.732,622.968,31.261
101,VTGS,VCC-A,44428,2019-12-18 14:00:28.622,2019-12-18 14:10:30.606,601.984,21.711
102,UVAGS,VCC-A,44428,2019-12-18 14:00:55.555,2019-12-18 14:11:00.273,604.718,21.643
103,ODUGS,VCC-A,44428,2019-12-18 14:01:25.156,2019-12-18 14:11:04.892,579.736,16.239
104,WFF,VCC-A,44428,2019-12-18 14:01:37.537,2019-12-18 14:11:24.848,587.311,17.845
105,VTGS,VCC-B,44431,2019-12-18 14:03:14.225,2019-12-18 14:13:13.153,598.928,20.856
106,UVAGS,VCC-B,44431,2019-12-18 14:03:41.094,2019-12-18 14:13:42.946,601.852,20.841
107,ODUGS,VCC-B,44431,2019-12-18 14:04:11.356,2019-12-18 14:13:47.465,576.109,15.669
108,WFF,VCC-B,44431,2019-12-18 14:04:23.438,2019-12-18 14:14:07.558,584.12,17.245
109,VTGS,VCC-C,44430,2019-12-18 15:00:10.325,2019-12-18 15:08:51.312,520.987,10.211
110,UVAGS,VCC-C,44430,2019-12-18 15:00:33.244,2019-12-18 15:09:25.249,532.005,10.824
111,WFF,VCC-A,44428,2019-12-18 17:17:30.597,2019-12-18 17:26:17.187,526.59,10.408
112,WFF,VCC-B,44431,2019-12-18 17:20:13.902,2019-12-18 17:29:03.736,529.834,10.663
113,VTGS,VCC-C,44430,2019-12-18 18:15:16.231,2019-12-18 18:24:39.074,562.843,14.28
114,UVAGS,VCC-C,44430,2019-12-18 18:15:21.311,2019-12-18 18:25:09.095,587.784,17.736
115,WFF,VCC-C,44430,2019-12-18 18:15:51.974,2019-12-18 18:25:50.187,598.213,20.412
116,ODUGS,VCC-C,44430,2019-12-18 18:15:57.565,2019-12-18 18:25:41.372,583.807,17.025
117,VTGS,VCC-A,44428,2019-12-18 18:53:13.240,2019-12-18 19:03:23.712,610.472,24.165
118,UVAGS,VCC-A,44428,2019-12-18 18:53:19.493,2019-12-18 19:03:46.460,626.967,31.085
119,WFF,VCC-A,44428,2019-12-18 18:53:49.882,2019-12-18 19:04:23.323,633.441,38.302
120,ODUGS,VCC-A,44428,2019-12-18 18:53:53.651,2019-12-18 19:04:20.430,626.779,31.034
121,VTGS,VCC-B,44431,2019-12-18 18:55:55.774,2019-12-18 19:06:09.031,613.257,25.244
122,UVAGS,VCC-B,44431,2019-12-18 18:56:02.137,2019-12-18 19:06:31.236,629.099,32.626
123,WFF,VCC-B,44431,2019-12-18 18:56:32.532,2019-12-18 19:07:07.686,635.154,40.491
124,ODUGS,VCC-B,44431,2019-12-18 18:56:36.195,2019-12-18 19:07:05.245,629.05,32.672
125,VTGS,VCC-C,44430,2019-12-18 19:51:27.422,2019-12-18 20:02:08.692,641.27,89.57
126,UVAGS,VCC-C,44430,2019-12-18 19:51:37.373,2019-12-18 20:02:18.499,641.126,65.013
127,WFF,VCC-C,44430,2019-12-18 19:52:10.459,2019-12-18 20:02:44.137,633.678,47.48
128,ODUGS,VCC-C,44430,2019-12-18 19:52:11.042,2019-12-18 20:02:51.015,639.973,60.267
129,VTGS,VCC-A,44428,2019-12-18 20:29:38.800,2019-12-18 20:40:00.280,621.48,33.17
130,UVAGS,VCC-A,44428,2019-12-18 20:29:52.822,2019-12-18 20:40:00.840,608.018,24.91
131,ODUGS,VCC-A,44428,2019-12-18 20:30:28.428,2019-12-18 20:40:30.117,601.689,22.771
132,WFF,VCC-A,44428,2019-12-18 20:30:31.245,2019-12-18 20:40:16.764,585.519,19.085
133,VTGS,VCC-B,44431,2019-12-18 20:32:22.744,2019-12-18 20:42:41.078,618.334,31.024
134,UVAGS,VCC-B,44431,2019-12-18 20:32:37.154,2019-12-18 20:42:40.899,603.745,23.415
135,ODUGS,VCC-B,44431,2019-12-18 20:33:12.990,2019-12-18 20:43:09.857,596.867,21.383
136,WFF,VCC-B,44431,2019-12-18 20:33:16.102,2019-12-18 20:42:55.926,579.824,17.948
137,ODUGS,VCC-C,44430,2019-12-19 10:54:42.136,2019-12-19 11:03:37.206,535.07,12.14
138,WFF,VCC-C,44430,2019-12-19 10:55:02.296,2019-12-19 11:03:53.489,531.193,11.944
139,VTGS,VCC-A,44428,2019-12-19 11:32:03.578,2019-12-19 11:41:47.328,583.75,19.319
140,ODUGS,VCC-A,44428,2019-12-19 11:32:17.497,2019-12-19 11:42:35.495,617.998,30.287
141,UVAGS,VCC-A,44428,2019-12-19 11:32:23.654,2019-12-19 11:42:18.866,595.212,21.412
142,WFF,VCC-A,44428,2019-12-19 11:32:37.322,2019-12-19 11:42:51.976,614.654,29.246
143,VTGS,VCC-B,44431,2019-12-19 11:34:42.999,2019-12-19 11:44:32.070,589.071,20.56
144,ODUGS,VCC-B,44431,2019-12-19 11:34:58.228,2019-12-19 11:45:19.485,621.257,32.391
145,UVAGS,VCC-B,44431,2019-12-19 11:35:03.446,2019-12-19 11:45:03.350,599.904,22.769
146,WFF,VCC-B,44431,2019-12-19 11:35:17.924,2019-12-19 11:45:35.920,617.996,31.21
147,VTGS,VCC-C,44430,2019-12-19 12:29:17.367,2019-12-19 12:39:57.181,639.814,89.356
148,UVAGS,VCC-C,44430,2019-12-19 12:29:43.016,2019-12-19 12:40:25.671,642.655,83.112
149,ODUGS,VCC-C,44430,2019-12-19 12:29:55.054,2019-12-19 12:40:34.537,639.483,54.504
150,WFF,VCC-C,44430,2019-12-19 12:30:12.380,2019-12-19 12:40:51.585,639.205,59.141
151,VTGS,VCC-A,44428,2019-12-19 13:07:59.338,2019-12-19 13:18:27.871,628.533,35.992
152,UVAGS,VCC-A,44428,2019-12-19 13:08:26.354,2019-12-19 13:18:56.553,630.199,34.811
153,ODUGS,VCC-A,44428,2019-12-19 13:08:48.527,2019-12-19 13:19:02.620,614.093,25.004
154,WFF,VCC-A,44428,2019-12-19 13:09:03.667,2019-12-19 13:19:21.282,617.615,27.2
155,VTGS,VCC-B,44431,2019-12-19 13:10:43.935,2019-12-19 13:21:10.472,626.537,34.114
156,UVAGS,VCC-B,44431,2019-12-19 13:11:10.990,2019-12-19 13:21:39.216,628.226,33.102
157,ODUGS,VCC-B,44431,2019-12-19 13:11:33.865,2019-12-19 13:21:45.124,611.259,23.92
158,WFF,VCC-B,44431,2019-12-19 13:11:48.722,2019-12-19 13:22:03.842,615.12,26.035
159,VTGS,VCC-C,44430,2019-12-19 14:06:46.813,2019-12-19 14:16:08.464,561.651,14.218
160,UVAGS,VCC-C,44430,2019-12-19 14:07:12.386,2019-12-19 14:16:39.939,567.553,14.585
161,ODUGS,VCC-C,44430,2019-12-19 14:07:49.354,2019-12-19 14:16:43.687,534.333,11.051
162,WFF,VCC-C,44430,2019-12-19 14:07:57.803,2019-12-19 14:17:05.176,547.373,12.417
163,UVAGS,VCC-A,44428,2019-12-19 14:46:34.114,2019-12-19 14:55:18.661,524.547,10.149
164,VTGS,VCC-C,44430,2019-12-19 17:22:33.450,2019-12-19 17:31:15.187,521.737,10.241
165,UVAGS,VCC-C,44430,2019-12-19 17:22:38.381,2019-12-19 17:31:50.217,551.836,12.648
166,WFF,VCC-C,44430,2019-12-19 17:23:10.493,2019-12-19 17:32:33.043,562.55,14.076
167,ODUGS,VCC-C,44430,2019-12-19 17:23:17.254,2019-12-19 17:32:19.441,542.187,11.709
168,VTGS,VCC-A,44428,2019-12-19 18:01:10.461,2019-12-19 18:10:46.327,575.866,15.949
169,UVAGS,VCC-A,44428,2019-12-19 18:01:15.745,2019-12-19 18:11:14.775,599.03,19.881
170,WFF,VCC-A,44428,2019-12-19 18:01:46.450,2019-12-19 18:11:55.327,608.877,23.14
171,ODUGS,VCC-A,44428,2019-12-19 18:01:51.422,2019-12-19 18:11:47.646,596.224,19.256
172,VTGS,VCC-B,44431,2019-12-19 18:03:53.067,2019-12-19 18:13:32.480,579.413,16.518
173,UVAGS,VCC-B,44431,2019-12-19 18:03:58.420,2019-12-19 18:14:00.420,602.0,20.625
174,WFF,VCC-B,44431,2019-12-19 18:04:28.986,2019-12-19 18:14:40.616,611.63,24.105
175,ODUGS,VCC-B,44431,2019-12-19 18:04:33.920,2019-12-19 18:14:33.451,599.531,20.032
176,VTGS,VCC-C,44430,2019-12-19 18:58:44.918,2019-12-19 19:09:18.298,633.38,42.976
177,UVAGS,VCC-C,44430,2019-12-19 18:58:52.725,2019-12-19 19:09:34.646,641.921,59.428
178,WFF,VCC-C,44430,2019-12-19 18:59:23.659,2019-12-19 19:10:06.197,642.538,78.767
179,ODUGS,VCC-C,44430,2019-12-19 18:59:26.158,2019-12-19 19:10:08.439,642.281,61.793
180,VTGS,VCC-A,44428,2019-12-19 19:37:25.630,2019-12-19 19:48:07.169,641.539,73.054
181,UVAGS,VCC-A,44428,2019-12-19 19:37:36.336,2019-12-19 19:48:15.026,638.69,51.687
182,ODUGS,VCC-A,44428,2019-12-19 19:38:10.269,2019-12-19 19:48:47.009,636.74,47.601
183,WFF,VCC-A,44428,2019-12-19 19:38:10.559,2019-12-19 19:48:39.000,628.441,38.124
184,VTGS,VCC-B,44431,2019-12-19 19:40:08.823,2019-12-19 19:50:49.594,640.771,67.869
185,UVAGS,VCC-B,44431,2019-12-19 19:40:19.784,2019-12-19 19:50:56.821,637.037,48.064
186,ODUGS,VCC-B,44431,2019-12-19 19:40:53.816,2019-12-19 19:51:28.605,634.789,44.211
187,WFF,VCC-B,44431,2019-12-19 19:40:54.234,2019-12-19 19:51:20.054,625.82,35.607
188,VTGS,VCC-C,44430,2019-12-19 20:35:30.192,2019-12-19 20:44:54.921,564.729,15.904
189,UVAGS,VCC-C,44430,2019-12-19 20:35:49.959,2019-12-19 20:44:45.761,535.802,12.115
190,ODUGS,VCC-C,44430,2019-12-19 20:36:29.447,2019-12-19 20:45:10.171,520.724,10.781
191,ODUGS,VCC-A,44428,2019-12-20 10:40:46.927,2019-12-20 10:50:09.268,562.341,15.152
192,UVAGS,VCC-A,44428,2019-12-20 10:41:05.068,2019-12-20 10:49:45.281,520.213,10.752
193,WFF,VCC-A,44428,2019-12-20 10:41:07.408,2019-12-20 10:50:25.941,558.533,14.867
194,ODUGS,VCC-B,44431,2019-12-20 10:43:25.497,2019-12-20 10:52:54.585,569.088,16.147
195,VTGS,VCC-B,44431,2019-12-20 10:43:27.044,2019-12-20 10:51:56.144,509.1,10.131
196,UVAGS,VCC-B,44431,2019-12-20 10:43:42.337,2019-12-20 10:52:31.477,529.14,11.511
197,WFF,VCC-B,44431,2019-12-20 10:43:45.797,2019-12-20 10:53:11.104,565.307,15.826
198,VTGS,VCC-C,44430,2019-12-20 11:36:42.288,2019-12-20 11:47:08.319,626.031,40.43
199,UVAGS,VCC-C,44430,2019-12-20 11:37:05.778,2019-12-20 11:47:37.678,631.9,44.785
200,ODUGS,VCC-C,44430,2019-12-20 11:37:09.356,2019-12-20 11:47:49.676,640.32,69.003
201,WFF,VCC-C,44430,2019-12-20 11:37:27.889,2019-12-20 11:48:06.001,638.112,64.822
202,VTGS,VCC-A,44428,2019-12-20 12:15:41.510,2019-12-20 12:26:22.535,641.025,71.663
203,UVAGS,VCC-A,44428,2019-12-20 12:16:07.628,2019-12-20 12:26:50.959,643.331,66.774
204,ODUGS,VCC-A,44428,2019-12-20 12:16:22.077,2019-12-20 12:26:59.075,636.998,44.106
205,WFF,VCC-A,44428,2019-12-20 12:16:39.365,2019-12-20 12:27:16.856,637.491,47.918
206,VTGS,VCC-B,44431,2019-12-20 12:18:24.892,2019-12-20 12:29:05.394,640.502,66.853
207,UVAGS,VCC-B,44431,2019-12-20 12:18:51.126,2019-12-20 12:29:33.815,642.689,62.44
208,ODUGS,VCC-B,44431,2019-12-20 12:19:06.308,2019-12-20 12:29:41.716,635.408,41.506
209,WFF,VCC-B,44431,2019-12-20 12:19:23.290,2019-12-20 12:29:59.436,636.146,45.099
210,VTGS,VCC-C,44430,2019-12-20 13:13:28.834,2019-12-20 13:23:27.626,598.792,21.224
211,UVAGS,VCC-C,44430,2019-12-20 13:13:55.734,2019-12-20 13:23:57.329,601.595,21.18
212,ODUGS,VCC-C,44430,2019-12-20 13:14:25.656,2019-12-20 13:24:01.857,576.201,15.895
213,WFF,VCC-C,44430,2019-12-20 13:14:37.554,2019-12-20 13:24:21.508,583.954,17.482
214,VTGS,VCC-A,44428,2019-12-20 13:53:24.447,2019-12-20 14:02:35.699,551.252,12.857
215,UVAGS,VCC-A,44428,2019-12-20 13:53:49.382,2019-12-20 14:03:07.852,558.47,13.308
216,ODUGS,VCC-A,44428,2019-12-20 13:54:28.241,2019-12-20 14:03:11.609,523.368,10.087
217,WFF,VCC-A,44428,2019-12-20 13:54:35.995,2019-12-20 14:03:34.130,538.135,11.424
218,VTGS,VCC-B,44431,2019-12-20 13:56:10.987,2019-12-20 14:05:18.491,547.504,12.466
219,UVAGS,VCC-B,44431,2019-12-20 13:56:35.702,2019-12-20 14:05:50.864,555.162,12.94
220,WFF,VCC-B,44431,2019-12-20 13:57:22.345,2019-12-20 14:06:17.173,534.828,11.136
221,WFF,VCC-C,44430,2019-12-20 16:30:24.234,2019-12-20 16:39:09.711,525.477,10.427
222,VTGS,VCC-A,44428,2019-12-20 17:09:04.831,2019-12-20 17:18:00.855,536.024,11.318
223,UVAGS,VCC-A,44428,2019-12-20 17:09:09.767,2019-12-20 17:18:34.446,564.679,13.979
224,WFF,VCC-A,44428,2019-12-20 17:09:41.844,2019-12-20 17:19:17.429,575.585,15.704
225,ODUGS,VCC-A,44428,2019-12-20 17:09:47.758,2019-12-20 17:19:04.793,557.035,13.1
226,VTGS,VCC-B,44431,2019-12-20 17:11:47.739,2019-12-20 17:20:47.522,539.783,11.654
227,UVAGS,VCC-B,44431,2019-12-20 17:11:52.672,2019-12-20 17:21:20.669,567.997,14.399
228,WFF,VCC-B,44431,2019-12-20 17:12:24.434,2019-12-20 17:22:03.350,578.916,16.224
229,ODUGS,VCC-B,44431,2019-12-20 17:12:30.423,2019-12-20 17:21:51.319,560.896,13.54
230,VTGS,VCC-C,44430,2019-12-20 18:06:04.117,2019-12-20 18:16:13.495,609.378,24.451
231,UVAGS,VCC-C,44430,2019-12-20 18:06:10.388,2019-12-20 18:16:36.039,625.651,31.533
232,WFF,VCC-C,44430,2019-12-20 18:06:40.377,2019-12-20 18:17:12.342,631.965,38.981
233,ODUGS,VCC-C,44430,2019-12-20 18:06:44.495,2019-12-20 18:17:10.002,625.507,31.517
234,VTGS,VCC-A,44428,2019-12-20 18:45:17.948,2019-12-20 18:55:57.316,639.368,53.267
235,UVAGS,VCC-A,44428,2019-12-20 18:45:26.341,2019-12-20 18:56:11.727,645.386,74.511
236,WFF,VCC-A,44428,2019-12-20 18:45:58.314,2019-12-20 18:56:42.136,643.822,82.983
237,ODUGS,VCC-A,44428,2019-12-20 18:45:59.757,2019-12-20 18:56:45.263,645.506,78.212
238,VTGS,VCC-B,44431,2019-12-20 18:48:00.697,2019-12-20 18:58:41.091,640.394,56.95
239,UVAGS,VCC-B,44431,2019-12-20 18:48:09.272,2019-12-20 18:58:54.913,645.641,79.598
240,WFF,VCC-B,44431,2019-12-20 18:48:41.245,2019-12-20 18:59:24.626,643.381,77.549
241,ODUGS,VCC-B,44431,2019-12-20 18:48:42.697,2019-12-20 18:59:28.355,645.658,83.671
242,VTGS,VCC-C,44430,2019-12-20 19:42:27.512,2019-12-20 19:52:45.616,618.104,32.18
243,UVAGS,VCC-C,44430,2019-12-20 19:42:41.697,2019-12-20 19:52:45.873,604.176,24.194
244,ODUGS,VCC-C,44430,2019-12-20 19:43:17.383,2019-12-20 19:53:15.003,597.62,22.104
245,WFF,VCC-C,44430,2019-12-20 19:43:19.939,2019-12-20 19:53:01.035,581.096,18.531
246,VTGS,VCC-A,44428,2019-12-20 20:22:15.286,2019-12-20 20:31:16.905,541.619,12.864
247,VTGS,VCC-B,44431,2019-12-20 20:25:01.241,2019-12-20 20:33:54.545,533.304,12.035
248,VTGS,VCC-C,44430,2019-12-21 10:44:25.635,2019-12-21 10:54:08.888,583.253,19.498
249,ODUGS,VCC-C,44430,2019-12-21 10:44:39.813,2019-12-21 10:54:56.900,617.087,30.627
250,UVAGS,VCC-C,44430,2019-12-21 10:44:45.784,2019-12-21 10:54:40.358,594.574,21.611
251,WFF,VCC-C,44430,2019-12-21 10:44:59.129,2019-12-21 10:55:12.823,613.694,29.548
252,VTGS,VCC-A,44428,2019-12-21 11:23:37.456,2019-12-21 11:34:12.111,634.655,52.56
253,UVAGS,VCC-A,44428,2019-12-21 11:24:01.758,2019-12-21 11:34:41.093,639.335,58.103
254,ODUGS,VCC-A,44428,2019-12-21 11:24:08.108,2019-12-21 11:34:51.979,643.871,88.575
