Network Pass #,GS Name,SC Name,SC NORAD ID,Start Time (UTCG),Stop Time (UTCG),Duration (sec),Max El (deg)
49,VCC-NET,VCC-B,44431,2019-12-04 19:46:10.885,2019-12-04 19:56:29.423,618.538,17.407
50,VCC-NET,VCC-A,44428,2019-12-04 22:59:41.212,2019-12-04 23:08:37.362,536.15,10.941
51,VCC-NET,VCC-B,44431,2019-12-04 23:02:24.717,2019-12-04 23:11:51.400,566.683,11.21
52,VCC-NET,VCC-C,44430,2019-12-05 00:06:11.210,2019-12-05 00:17:03.854,652.644,24.233
53,VCC-NET,VCC-A,44428,2019-12-05 00:35:54.954,2019-12-05 00:47:14.137,679.183,41.533
54,VCC-NET,VCC-B,44431,2019-12-05 00:38:37.765,2019-12-05 00:49:58.684,680.919,44.121
55,VCC-NET,VCC-C,44430,2019-12-05 01:42:28.764,2019-12-05 01:53:39.029,670.265,49.636
56,VCC-NET,VCC-A,44428,2019-12-05 02:12:29.809,2019-12-05 02:22:56.445,626.636,23.623
57,VCC-NET,VCC-B,44431,2019-12-05 02:15:14.586,2019-12-05 02:25:35.387,620.801,22.192
58,VCC-NET,VCC-C,44430,2019-12-05 16:45:07.431,2019-12-05 16:54:45.805,578.374,20.858
59,VCC-NET,VCC-A,44428,2019-12-05 17:14:36.998,2019-12-05 17:25:17.534,640.536,44.045
60,VCC-NET,VCC-B,44431,2019-12-05 17:17:18.086,2019-12-05 17:28:02.279,644.193,47.438
61,VCC-NET,VCC-C,44430,2019-12-05 18:20:29.253,2019-12-05 18:31:41.927,672.674,50.788
62,VCC-NET,VCC-A,44428,2019-12-05 18:50:59.783,2019-12-05 19:01:52.692,652.909,27.661
63,VCC-NET,VCC-B,44431,2019-12-05 18:53:45.615,2019-12-05 19:04:36.049,650.434,26.426
64,VCC-NET,VCC-C,44430,2019-12-05 19:58:25.706,2019-12-05 20:07:51.683,565.977,11.631
65,VCC-NET,VCC-C,44430,2019-12-05 23:13:44.162,2019-12-05 23:24:01.947,617.785,16.309
66,VCC-NET,VCC-A,44428,2019-12-05 23:44:01.328,2019-12-05 23:54:56.131,654.803,24.491
67,VCC-NET,VCC-B,44431,2019-12-05 23:46:44.761,2019-12-05 23:57:42.444,657.683,25.536
68,VCC-NET,VCC-C,44430,2019-12-06 00:49:55.740,2019-12-06 01:01:22.718,686.978,78.741
69,VCC-NET,VCC-A,44428,2019-12-06 01:20:21.282,2019-12-06 01:31:32.718,671.436,49.116
70,VCC-NET,VCC-B,44431,2019-12-06 01:23:05.750,2019-12-06 01:34:14.455,668.705,45.626
71,VCC-NET,VCC-C,44430,2019-12-06 15:53:33.734,2019-12-06 16:02:05.795,512.061,10.137
72,VCC-NET,VCC-A,44428,2019-12-06 16:23:18.907,2019-12-06 16:33:01.118,582.211,21.345
73,VCC-NET,VCC-B,44431,2019-12-06 16:25:58.440,2019-12-06 16:35:47.853,589.413,22.749
74,VCC-NET,VCC-C,44430,2019-12-06 17:27:55.208,2019-12-06 17:39:13.352,678.144,82.568
75,VCC-NET,VCC-A,44428,2019-12-06 17:58:44.794,2019-12-06 18:09:58.562,673.768,49.867
76,VCC-NET,VCC-B,44431,2019-12-06 18:01:30.253,2019-12-06 18:12:42.680,672.427,46.791
77,VCC-NET,VCC-C,44430,2019-12-06 19:05:16.017,2019-12-06 19:15:23.576,607.559,15.89
78,VCC-NET,VCC-A,44428,2019-12-06 19:36:44.249,2019-12-06 19:46:10.865,566.616,11.599
79,VCC-NET,VCC-B,44431,2019-12-06 19:39:32.487,2019-12-06 19:48:55.764,563.277,11.317
80,VCC-NET,VCC-C,44430,2019-12-06 22:21:17.500,2019-12-06 22:30:51.013,573.513,11.869
81,VCC-NET,VCC-A,44428,2019-12-06 22:52:05.889,2019-12-06 23:02:26.699,620.81,16.576
82,VCC-NET,VCC-B,44431,2019-12-06 22:54:50.262,2019-12-06 23:05:14.658,624.396,17.137
83,VCC-NET,VCC-C,44430,2019-12-06 23:57:26.289,2019-12-07 00:08:48.664,682.375,51.841
84,VCC-NET,VCC-A,44428,2019-12-07 00:28:19.844,2019-12-07 00:39:48.269,688.425,77.006
85,VCC-NET,VCC-B,44431,2019-12-07 00:31:04.495,2019-12-07 00:42:32.419,687.924,82.386
86,VCC-NET,VCC-C,44430,2019-12-07 01:34:06.108,2019-12-07 01:44:07.680,601.572,18.801
87,VCC-NET,VCC-A,44428,2019-12-07 15:32:15.502,2019-12-07 15:40:54.123,518.621,10.567
88,VCC-NET,VCC-B,44431,2019-12-07 15:34:54.744,2019-12-07 15:43:42.880,528.136,11.349
89,VCC-NET,VCC-C,44430,2019-12-07 16:35:36.407,2019-12-07 16:46:39.306,662.899,56.862
90,VCC-NET,VCC-A,44428,2019-12-07 17:06:42.138,2019-12-07 17:18:01.909,679.771,85.372
91,VCC-NET,VCC-B,44431,2019-12-07 17:09:27.094,2019-12-07 17:20:47.093,679.999,89.086
92,VCC-NET,VCC-C,44430,2019-12-07 18:12:12.559,2019-12-07 18:22:54.441,641.882,23.665
93,VCC-NET,VCC-A,44428,2019-12-07 18:44:06.973,2019-12-07 18:54:14.470,607.497,15.703
94,VCC-NET,VCC-B,44431,2019-12-07 18:46:55.608,2019-12-07 18:56:59.738,604.13,15.222
95,VCC-NET,VCC-A,44428,2019-12-07 22:00:11.332,2019-12-07 22:09:48.686,577.354,12.108
96,VCC-NET,VCC-B,44431,2019-12-07 22:02:51.863,2019-12-07 22:12:38.086,586.223,12.441
97,VCC-NET,VCC-C,44430,2019-12-07 23:04:57.809,2019-12-07 23:15:59.392,661.583,28.143
98,VCC-NET,VCC-A,44428,2019-12-07 23:36:22.156,2019-12-07 23:47:46.848,684.692,53.935
99,VCC-NET,VCC-B,44431,2019-12-07 23:39:07.332,2019-12-07 23:50:33.247,685.915,57.768
100,VCC-NET,VCC-C,44430,2019-12-08 00:41:18.844,2019-12-08 00:52:17.746,658.902,38.404
101,VCC-NET,VCC-A,44428,2019-12-08 01:13:05.476,2019-12-08 01:23:04.670,599.194,18.224
102,VCC-NET,VCC-B,44431,2019-12-08 01:15:53.150,2019-12-08 01:25:44.801,591.651,17.112
103,VCC-NET,VCC-C,44430,2019-12-08 15:43:36.783,2019-12-08 15:53:38.595,601.812,26.081
104,VCC-NET,VCC-A,44428,2019-12-08 16:14:54.254,2019-12-08 16:26:00.352,666.098,60.125
105,VCC-NET,VCC-B,44431,2019-12-08 16:17:38.535,2019-12-08 16:28:46.950,668.415,64.973
106,VCC-NET,VCC-C,44430,2019-12-08 17:19:18.494,2019-12-08 17:30:25.499,667.005,40.855
107,VCC-NET,VCC-A,44428,2019-12-08 17:51:35.772,2019-12-08 18:02:17.234,641.462,23.045
108,VCC-NET,VCC-B,44431,2019-12-08 17:54:24.550,2019-12-08 18:05:03.156,638.606,22.1
109,VCC-NET,VCC-C,44430,2019-12-08 18:57:24.030,2019-12-08 19:06:37.594,553.564,10.666
110,VCC-NET,VCC-C,44430,2019-12-08 22:12:27.973,2019-12-08 22:22:57.207,629.234,18.308
111,VCC-NET,VCC-A,44428,2019-12-08 22:44:25.733,2019-12-08 22:55:30.883,665.15,29.234
112,VCC-NET,VCC-B,44431,2019-12-08 22:47:11.747,2019-12-08 22:58:19.433,667.686,30.655
113,VCC-NET,VCC-C,44430,2019-12-08 23:48:40.232,2019-12-09 00:00:04.092,683.86,85.75
114,VCC-NET,VCC-A,44428,2019-12-09 00:20:49.989,2019-12-09 00:31:47.745,657.756,36.506
115,VCC-NET,VCC-B,44431,2019-12-09 00:23:37.404,2019-12-09 00:34:31.312,653.908,34.051
116,VCC-NET,VCC-C,44430,2019-12-09 14:51:55.951,2019-12-09 15:00:59.181,543.23,12.907
117,VCC-NET,VCC-A,44428,2019-12-09 15:23:24.735,2019-12-09 15:33:33.471,608.736,27.764
118,VCC-NET,VCC-B,44431,2019-12-09 15:26:07.972,2019-12-09 15:36:22.470,614.498,29.704
119,VCC-NET,VCC-C,44430,2019-12-09 16:26:36.357,2019-12-09 16:37:54.362,678.005,84.477
120,VCC-NET,VCC-A,44428,2019-12-09 16:59:13.672,2019-12-09 17:10:20.586,666.914,38.856
121,VCC-NET,VCC-B,44431,2019-12-09 17:02:02.440,2019-12-09 17:13:07.476,665.036,36.705
122,VCC-NET,VCC-C,44430,2019-12-09 18:04:09.295,2019-12-09 18:14:04.439,595.144,14.261
123,VCC-NET,VCC-A,44428,2019-12-09 18:37:46.022,2019-12-09 18:46:35.908,529.886,10.502
124,VCC-NET,VCC-B,44431,2019-12-09 18:40:36.907,2019-12-09 18:49:23.874,526.967,10.27
125,VCC-NET,VCC-C,44430,2019-12-09 21:19:54.275,2019-12-09 21:29:44.887,590.612,13.013
126,VCC-NET,VCC-A,44428,2019-12-09 21:52:28.373,2019-12-09 22:03:02.535,634.162,19.017
127,VCC-NET,VCC-B,44431,2019-12-09 21:55:15.513,2019-12-09 22:05:53.132,637.619,19.729
128,VCC-NET,VCC-C,44430,2019-12-09 22:56:06.190,2019-12-09 23:07:31.600,685.41,65.796
129,VCC-NET,VCC-A,44428,2019-12-09 23:28:43.398,2019-12-09 23:40:07.744,684.346,80.36
130,VCC-NET,VCC-B,44431,2019-12-09 23:31:31.136,2019-12-09 23:42:54.187,683.051,74.756
131,VCC-NET,VCC-C,44430,2019-12-10 00:32:54.473,2019-12-10 00:42:28.115,573.642,15.084
132,VCC-NET,VCC-A,44428,2019-12-10 14:32:14.696,2019-12-10 14:41:28.245,553.549,13.952
133,VCC-NET,VCC-B,44431,2019-12-10 14:34:58.094,2019-12-10 14:43:55.065,536.971,14.917
134,VCC-NET,VCC-C,44430,2019-12-10 15:34:08.621,2019-12-10 15:45:18.601,669.98,73.958
135,VCC-NET,VCC-A,44428,2019-12-10 16:07:03.102,2019-12-10 16:18:22.254,679.152,78.444
136,VCC-NET,VCC-B,44431,2019-12-10 16:09:51.711,2019-12-10 16:21:10.422,678.711,73.097
137,VCC-NET,VCC-C,44430,2019-12-10 17:10:59.601,2019-12-10 17:21:30.958,631.357,20.516
138,VCC-NET,VCC-A,44428,2019-12-10 17:44:42.013,2019-12-10 17:54:35.003,592.99,13.865
139,VCC-NET,VCC-B,44431,2019-12-10 17:47:34.063,2019-12-10 17:57:23.564,589.501,13.465
140,VCC-NET,VCC-A,44428,2019-12-10 21:00:27.727,2019-12-10 21:10:24.397,596.67,13.517
141,VCC-NET,VCC-B,44431,2019-12-10 21:03:16.336,2019-12-10 21:13:16.864,600.528,13.929
142,VCC-NET,VCC-C,44430,2019-12-10 22:03:33.908,2019-12-10 22:14:43.090,669.182,33.172
143,VCC-NET,VCC-A,44428,2019-12-10 22:36:41.697,2019-12-10 22:48:09.533,687.836,71.506
144,VCC-NET,VCC-B,44431,2019-12-10 22:39:30.148,2019-12-10 22:50:58.626,688.478,76.817
145,VCC-NET,VCC-C,44430,2019-12-10 23:39:59.345,2019-12-10 23:50:43.867,644.522,30.3
146,VCC-NET,VCC-A,44428,2019-12-11 00:13:35.517,2019-12-11 00:22:37.190,541.673,14.054
147,VCC-NET,VCC-B,44431,2019-12-11 00:16:27.130,2019-12-11 00:25:32.196,545.066,13.145
148,VCC-NET,VCC-C,44430,2019-12-11 14:41:58.635,2019-12-11 14:52:19.141,620.506,32.778
149,VCC-NET,VCC-A,44428,2019-12-11 15:15:06.357,2019-12-11 15:26:19.967,673.61,81.32
150,VCC-NET,VCC-B,44431,2019-12-11 15:17:54.655,2019-12-11 15:29:09.736,675.081,87.216
151,VCC-NET,VCC-C,44430,2019-12-11 16:17:58.440,2019-12-11 16:28:58.477,660.037,33.726
152,VCC-NET,VCC-A,44428,2019-12-11 16:52:05.102,2019-12-11 17:02:34.003,628.901,19.625
153,VCC-NET,VCC-B,44431,2019-12-11 16:54:57.697,2019-12-11 17:05:23.403,625.706,18.919
154,VCC-NET,VCC-A,44428,2019-12-11 20:08:26.783,2019-12-11 20:17:14.179,527.396,10.287
155,VCC-NET,VCC-B,44431,2019-12-11 20:11:17.112,2019-12-11 20:20:07.766,530.654,10.534
156,VCC-NET,VCC-C,44430,2019-12-11 21:11:01.001,2019-12-11 21:21:40.856,639.855,20.685
157,VCC-NET,VCC-A,44428,2019-12-11 21:44:42.162,2019-12-11 21:55:55.871,673.709,35.834
158,VCC-NET,VCC-B,44431,2019-12-11 21:47:31.650,2019-12-11 21:58:47.499,675.849,37.984
159,VCC-NET,VCC-C,44430,2019-12-11 22:47:14.764,2019-12-11 22:58:33.251,678.487,67.142
160,VCC-NET,VCC-A,44428,2019-12-11 23:21:12.059,2019-12-11 23:31:51.747,639.688,27.776
161,VCC-NET,VCC-B,44431,2019-12-11 23:24:03.374,2019-12-11 23:34:37.891,634.517,25.985
162,VCC-NET,VCC-C,44430,2019-12-12 13:50:11.228,2019-12-12 13:59:16.344,545.116,16.117
163,VCC-NET,VCC-A,44428,2019-12-12 14:23:26.441,2019-12-12 14:33:55.645,629.204,36.533
164,VCC-NET,VCC-B,44431,2019-12-12 14:26:14.142,2019-12-12 14:36:47.890,633.748,39.342
165,VCC-NET,VCC-C,44430,2019-12-12 15:25:08.501,2019-12-12 15:36:24.532,676.031,66.809
166,VCC-NET,VCC-A,44428,2019-12-12 15:59:36.272,2019-12-12 16:10:34.516,658.244,31.275
167,VCC-NET,VCC-B,44431,2019-12-12 16:02:29.205,2019-12-12 16:13:25.090,655.885,29.709
168,VCC-NET,VCC-C,44430,2019-12-12 17:02:52.450,2019-12-12 17:12:31.529,579.079,12.911
169,VCC-NET,VCC-C,44430,2019-12-12 20:18:25.042,2019-12-12 20:28:27.484,602.442,14.341
170,VCC-NET,VCC-A,44428,2019-12-12 20:52:42.520,2019-12-12 21:03:28.955,646.435,22.05
171,VCC-NET,VCC-B,44431,2019-12-12 20:55:33.350,2019-12-12 21:06:23.021,649.671,22.976
172,VCC-NET,VCC-C,44430,2019-12-12 21:54:35.864,2019-12-12 22:06:02.517,686.653,83.357
173,VCC-NET,VCC-A,44428,2019-12-12 22:28:59.771,2019-12-12 22:40:16.805,677.034,59.654
174,VCC-NET,VCC-B,44431,2019-12-12 22:31:51.523,2019-12-12 22:43:06.339,674.816,55.118
175,VCC-NET,VCC-C,44430,2019-12-12 23:31:34.203,2019-12-12 23:40:26.831,532.628,12.042
176,VCC-NET,VCC-A,44428,2019-12-13 13:32:08.754,2019-12-13 13:41:29.481,560.727,18.061
177,VCC-NET,VCC-B,44431,2019-12-13 13:34:55.193,2019-12-13 13:44:24.665,569.472,19.302
178,VCC-NET,VCC-C,44430,2019-12-13 14:32:32.211,2019-12-13 14:43:46.729,674.518,86.817
179,VCC-NET,VCC-A,44428,2019-12-13 15:07:18.134,2019-12-13 15:18:34.187,676.053,59.316
180,VCC-NET,VCC-B,44431,2019-12-13 15:10:11.260,2019-12-13 15:21:26.242,674.982,55.233
181,VCC-NET,VCC-C,44430,2019-12-13 16:09:36.890,2019-12-13 16:19:57.171,620.281,18.152
182,VCC-NET,VCC-A,44428,2019-12-13 16:45:09.690,2019-12-13 16:54:44.421,574.731,12.376
183,VCC-NET,VCC-B,44431,2019-12-13 16:48:06.009,2019-12-13 16:57:37.156,571.147,12.04
184,VCC-NET,VCC-C,44430,2019-12-13 19:25:48.632,2019-12-13 19:34:39.822,531.19,10.691
185,VCC-NET,VCC-A,44428,2019-12-13 20:00:40.503,2019-12-13 20:10:51.152,610.649,15.214
186,VCC-NET,VCC-B,44431,2019-12-13 20:03:32.999,2019-12-13 20:13:47.517,614.518,15.729
187,VCC-NET,VCC-C,44430,2019-12-13 21:01:59.541,2019-12-13 21:13:14.912,675.371,40.035
188,VCC-NET,VCC-A,44428,2019-12-13 21:36:53.679,2019-12-13 21:48:22.131,688.452,88.837
189,VCC-NET,VCC-B,44431,2019-12-13 21:39:46.320,2019-12-13 21:51:14.742,688.422,85.318
190,VCC-NET,VCC-C,44430,2019-12-13 22:38:30.360,2019-12-13 22:48:57.263,626.903,24.293
191,VCC-NET,VCC-A,44428,2019-12-13 23:14:00.493,2019-12-13 23:22:38.613,518.12,10.694
192,VCC-NET,VCC-C,44430,2019-12-14 13:40:12.530,2019-12-14 13:50:47.775,635.245,41.592
193,VCC-NET,VCC-A,44428,2019-12-14 14:15:12.983,2019-12-14 14:26:30.762,677.779,76.147
194,VCC-NET,VCC-B,44431,2019-12-14 14:18:06.143,2019-12-14 14:29:24.626,678.483,76.712
195,VCC-NET,VCC-C,44430,2019-12-14 15:16:28.925,2019-12-14 15:27:20.914,651.989,28.466
196,VCC-NET,VCC-A,44428,2019-12-14 15:52:27.558,2019-12-14 16:02:43.114,615.556,17.066
197,VCC-NET,VCC-B,44431,2019-12-14 15:55:24.834,2019-12-14 16:05:36.907,612.073,16.486
198,VCC-NET,VCC-A,44428,2019-12-14 19:08:38.810,2019-12-14 19:18:05.557,566.747,11.281
199,VCC-NET,VCC-B,44431,2019-12-14 19:11:33.269,2019-12-14 19:21:03.976,570.707,11.589
200,VCC-NET,VCC-C,44430,2019-12-14 20:09:23.322,2019-12-14 20:20:12.821,649.499,23.541
201,VCC-NET,VCC-A,44428,2019-12-14 20:44:50.706,2019-12-14 20:56:11.038,680.332,45.318
202,VCC-NET,VCC-B,44431,2019-12-14 20:47:44.582,2019-12-14 20:59:06.585,682.003,48.494
203,VCC-NET,VCC-C,44430,2019-12-14 21:45:39.388,2019-12-14 21:56:50.146,670.758,51.99
204,VCC-NET,VCC-A,44428,2019-12-14 22:21:27.732,2019-12-14 22:31:44.417,616.685,21.491
205,VCC-NET,VCC-B,44431,2019-12-14 22:24:23.937,2019-12-14 22:34:33.829,609.892,20.113
206,VCC-NET,VCC-C,44430,2019-12-15 12:48:14.553,2019-12-15 12:57:46.704,572.151,19.926
207,VCC-NET,VCC-A,44428,2019-12-15 13:23:23.437,2019-12-15 13:34:08.096,644.659,48.914
208,VCC-NET,VCC-B,44431,2019-12-15 13:26:16.401,2019-12-15 13:37:17.770,661.369,53.058
209,VCC-NET,VCC-C,44430,2019-12-15 14:23:31.460,2019-12-15 14:34:43.920,672.46,53.063
210,VCC-NET,VCC-A,44428,2019-12-15 14:59:52.381,2019-12-15 15:10:40.467,648.086,25.852
211,VCC-NET,VCC-B,44431,2019-12-15 15:02:50.370,2019-12-15 15:13:35.627,645.257,24.659
212,VCC-NET,VCC-C,44430,2019-12-15 16:01:25.296,2019-12-15 16:10:52.278,566.982,11.787
213,VCC-NET,VCC-C,44430,2019-12-15 19:16:44.813,2019-12-15 19:26:58.687,613.874,15.881
214,VCC-NET,VCC-A,44428,2019-12-15 19:52:48.456,2019-12-15 20:03:45.831,657.375,25.897
215,VCC-NET,VCC-B,44431,2019-12-15 19:55:43.885,2019-12-15 20:06:44.217,660.332,27.134
216,VCC-NET,VCC-C,44430,2019-12-15 20:52:55.347,2019-12-15 21:04:21.392,686.045,82.558
217,VCC-NET,VCC-A,44428,2019-12-15 21:29:09.088,2019-12-15 21:40:15.321,666.233,44.201
218,VCC-NET,VCC-B,44431,2019-12-15 21:32:05.799,2019-12-15 21:43:08.731,662.932,40.907
219,VCC-NET,VCC-A,44428,2019-12-16 12:31:53.700,2019-12-16 12:41:44.705,591.005,23.239
220,VCC-NET,VCC-B,44431,2019-12-16 12:34:45.967,2019-12-16 12:44:44.115,598.148,24.908
221,VCC-NET,VCC-C,44430,2019-12-16 13:30:46.942,2019-12-16 13:42:03.802,676.86,78.424
222,VCC-NET,VCC-A,44428,2019-12-16 14:07:27.030,2019-12-16 14:18:37.820,670.79,45.654
223,VCC-NET,VCC-B,44431,2019-12-16 14:10:25.547,2019-12-16 14:21:34.672,669.125,42.74
224,VCC-NET,VCC-C,44430,2019-12-16 15:08:04.255,2019-12-16 15:18:13.119,608.864,16.225
225,VCC-NET,VCC-A,44428,2019-12-16 15:45:29.749,2019-12-16 15:54:50.307,560.558,11.164
226,VCC-NET,VCC-B,44431,2019-12-16 15:48:31.183,2019-12-16 15:57:48.147,556.964,10.881
227,VCC-NET,VCC-C,44430,2019-12-16 18:24:06.458,2019-12-16 18:33:35.647,569.189,11.581
228,VCC-NET,VCC-A,44428,2019-12-16 19:00:44.699,2019-12-16 19:11:08.767,624.068,17.268
229,VCC-NET,VCC-B,44431,2019-12-16 19:03:41.989,2019-12-16 19:14:09.872,627.883,17.918
230,VCC-NET,VCC-C,44430,2019-12-16 20:00:14.754,2019-12-16 20:11:34.853,680.099,49.165
231,VCC-NET,VCC-A,44428,2019-12-16 20:36:58.199,2019-12-16 20:48:24.574,686.375,84.273
232,VCC-NET,VCC-B,44431,2019-12-16 20:39:55.952,2019-12-16 20:51:21.522,685.57,89.389
233,VCC-NET,VCC-C,44430,2019-12-16 21:36:51.994,2019-12-16 21:46:57.767,605.773,19.679
234,VCC-NET,VCC-A,44428,2019-12-17 11:40:40.436,2019-12-17 11:49:30.497,530.061,11.564
235,VCC-NET,VCC-B,44431,2019-12-17 11:43:33.322,2019-12-17 11:52:32.892,539.57,12.461
236,VCC-NET,VCC-C,44430,2019-12-17 12:38:18.089,2019-12-17 12:49:17.941,659.852,53.302
237,VCC-NET,VCC-A,44428,2019-12-17 13:15:13.861,2019-12-17 13:26:32.907,679.046,87.357
238,VCC-NET,VCC-B,44431,2019-12-17 13:18:12.751,2019-12-17 13:29:31.772,679.021,87.61
239,VCC-NET,VCC-C,44430,2019-12-17 14:14:49.785,2019-12-17 14:25:32.858,643.073,24.464
240,VCC-NET,VCC-A,44428,2019-12-17 14:52:42.936,2019-12-17 15:02:44.674,601.738,15.023
241,VCC-NET,VCC-B,44431,2019-12-17 14:55:45.758,2019-12-17 15:05:43.780,601.738,14.536
