Network Pass #,GS Name,SC Name,SC NORAD ID,Start Time (UTCG),Stop Time (UTCG),Duration (sec),Max El (deg)
243,VCC-NET,VCC-C,44430,2020-01-01 15:33:55.207,2020-01-01 15:42:56.208,541.001,14.313
244,VCC-NET,VCC-A,44428,2020-01-02 05:47:15.394,2020-01-02 05:56:51.390,575.996,20.394
245,VCC-NET,VCC-B,44431,2020-01-02 05:49:52.763,2020-01-02 05:59:36.006,583.243,21.71
246,VCC-NET,VCC-C,44430,2020-01-02 06:34:51.614,2020-01-02 06:46:01.517,669.903,77.133
247,VCC-NET,VCC-A,44428,2020-01-02 07:22:36.163,2020-01-02 07:33:49.179,673.016,52.017
248,VCC-NET,VCC-B,44431,2020-01-02 07:25:19.449,2020-01-02 07:36:31.032,671.583,48.758
249,VCC-NET,VCC-C,44430,2020-01-02 08:11:43.755,2020-01-02 08:22:11.665,627.91,20.001
250,VCC-NET,VCC-A,44428,2020-01-02 09:00:32.842,2020-01-02 09:09:59.291,566.449,11.709
251,VCC-NET,VCC-B,44431,2020-01-02 09:03:18.900,2020-01-02 09:12:41.774,562.874,11.413
252,VCC-NET,VCC-A,44428,2020-01-02 12:15:54.883,2020-01-02 12:26:09.804,614.921,16.053
253,VCC-NET,VCC-B,44431,2020-01-02 12:18:36.985,2020-01-02 12:28:55.288,618.303,16.576
254,VCC-NET,VCC-C,44430,2020-01-02 13:04:12.077,2020-01-02 13:15:19.567,667.49,33.952
255,VCC-NET,VCC-A,44428,2020-01-02 13:52:07.202,2020-01-02 14:03:32.828,685.626,80.576
256,VCC-NET,VCC-B,44431,2020-01-02 13:54:49.449,2020-01-02 14:06:14.547,685.098,78.406
257,VCC-NET,VCC-C,44430,2020-01-02 14:40:36.777,2020-01-02 14:51:15.878,639.101,29.051
258,VCC-NET,VCC-B,44431,2020-01-03 04:58:31.221,2020-01-03 05:07:10.774,519.553,10.687
259,VCC-NET,VCC-C,44430,2020-01-03 05:42:18.817,2020-01-03 05:52:40.660,621.843,33.742
260,VCC-NET,VCC-A,44428,2020-01-03 06:30:16.063,2020-01-03 06:41:34.294,678.231,81.027
261,VCC-NET,VCC-B,44431,2020-01-03 06:32:57.912,2020-01-03 06:44:16.321,678.409,86.461
262,VCC-NET,VCC-C,44430,2020-01-03 07:18:19.590,2020-01-03 07:29:17.363,657.773,32.875
263,VCC-NET,VCC-A,44428,2020-01-03 08:07:37.085,2020-01-03 08:17:45.155,608.07,16.012
264,VCC-NET,VCC-B,44431,2020-01-03 08:10:22.562,2020-01-03 08:20:27.102,604.54,15.51
265,VCC-NET,VCC-A,44428,2020-01-03 11:23:41.800,2020-01-03 11:33:12.765,570.965,11.731
266,VCC-NET,VCC-B,44431,2020-01-03 11:26:24.212,2020-01-03 11:35:58.692,574.48,12.035
267,VCC-NET,VCC-C,44430,2020-01-03 12:11:17.291,2020-01-03 12:21:55.554,638.263,20.856
268,VCC-NET,VCC-A,44428,2020-01-03 12:59:51.607,2020-01-03 13:11:12.151,680.544,50.845
269,VCC-NET,VCC-B,44431,2020-01-03 13:02:33.463,2020-01-03 13:13:55.141,681.678,54.339
270,VCC-NET,VCC-C,44430,2020-01-03 13:47:29.693,2020-01-03 13:58:44.626,674.933,64.982
271,VCC-NET,VCC-A,44428,2020-01-03 14:36:31.771,2020-01-03 14:46:33.570,601.799,19.023
272,VCC-NET,VCC-B,44431,2020-01-03 14:39:15.910,2020-01-03 14:49:10.451,594.541,17.872
273,VCC-NET,VCC-C,44430,2020-01-04 04:50:09.557,2020-01-04 04:59:16.348,546.791,16.413
274,VCC-NET,VCC-A,44428,2020-01-04 05:38:11.427,2020-01-04 05:49:14.329,662.902,56.039
275,VCC-NET,VCC-B,44431,2020-01-04 05:40:51.571,2020-01-04 05:51:56.774,665.203,60.468
276,VCC-NET,VCC-C,44430,2020-01-04 06:25:06.975,2020-01-04 06:36:21.756,674.781,65.346
277,VCC-NET,VCC-A,44428,2020-01-04 07:14:47.957,2020-01-04 07:25:30.315,642.358,23.859
278,VCC-NET,VCC-B,44431,2020-01-04 07:17:32.519,2020-01-04 07:28:11.928,639.409,22.869
279,VCC-NET,VCC-C,44430,2020-01-04 08:02:50.679,2020-01-04 08:12:26.999,576.32,12.738
280,VCC-NET,VCC-C,44430,2020-01-04 11:18:19.595,2020-01-04 11:28:20.159,600.564,14.344
281,VCC-NET,VCC-A,44428,2020-01-04 12:07:37.287,2020-01-04 12:18:36.942,659.655,27.83
282,VCC-NET,VCC-B,44431,2020-01-04 12:10:18.963,2020-01-04 12:21:20.998,662.035,29.108
283,VCC-NET,VCC-C,44430,2020-01-04 12:54:28.730,2020-01-04 13:05:52.694,683.964,84.826
284,VCC-NET,VCC-A,44428,2020-01-04 13:43:59.042,2020-01-04 13:54:57.045,658.003,38.754
285,VCC-NET,VCC-B,44431,2020-01-04 13:46:41.925,2020-01-04 13:57:36.241,654.316,36.138
286,VCC-NET,VCC-C,44430,2020-01-04 14:31:26.621,2020-01-04 14:40:13.793,527.172,11.709
287,VCC-NET,VCC-A,44428,2020-01-05 04:46:26.113,2020-01-05 04:56:28.120,602.007,25.946
288,VCC-NET,VCC-B,44431,2020-01-05 04:49:04.090,2020-01-05 04:59:11.880,607.79,27.673
289,VCC-NET,VCC-C,44430,2020-01-05 05:32:08.421,2020-01-05 05:43:22.369,673.948,85.824
290,VCC-NET,VCC-A,44428,2020-01-05 06:22:08.523,2020-01-05 06:33:15.984,667.461,41.128
291,VCC-NET,VCC-B,44431,2020-01-05 06:24:51.916,2020-01-05 06:35:57.481,665.565,38.823
292,VCC-NET,VCC-C,44430,2020-01-05 07:09:12.534,2020-01-05 07:19:30.904,618.37,17.985
293,VCC-NET,VCC-A,44428,2020-01-05 08:00:15.165,2020-01-05 08:09:28.669,553.504,10.675
294,VCC-NET,VCC-B,44431,2020-01-05 08:03:23.413,2020-01-05 08:12:11.021,527.608,10.429
295,VCC-NET,VCC-C,44430,2020-01-05 10:25:21.413,2020-01-05 10:34:10.348,528.935,10.634
296,VCC-NET,VCC-A,44428,2020-01-05 11:15:21.961,2020-01-05 11:25:49.471,627.51,18.185
297,VCC-NET,VCC-B,44431,2020-01-05 11:18:03.663,2020-01-05 11:28:34.360,630.697,18.823
298,VCC-NET,VCC-C,44430,2020-01-05 12:01:30.617,2020-01-05 12:12:43.530,672.913,40.162
299,VCC-NET,VCC-A,44428,2020-01-05 12:51:35.143,2020-01-05 13:02:57.648,682.505,86.163
300,VCC-NET,VCC-B,44431,2020-01-05 12:54:17.246,2020-01-05 13:05:38.508,681.262,80.586
301,VCC-NET,VCC-C,44430,2020-01-05 13:38:00.210,2020-01-05 13:48:23.455,623.245,23.924
302,VCC-NET,VCC-A,44428,2020-01-06 03:54:59.621,2020-01-06 04:04:03.881,544.26,12.939
303,VCC-NET,VCC-B,44431,2020-01-06 03:57:36.534,2020-01-06 04:06:48.517,551.983,13.811
304,VCC-NET,VCC-C,44430,2020-01-06 04:39:26.967,2020-01-06 04:50:01.850,634.883,41.673
305,VCC-NET,VCC-A,44428,2020-01-06 05:29:41.234,2020-01-06 05:40:59.841,678.607,84.575
306,VCC-NET,VCC-B,44431,2020-01-06 05:32:23.248,2020-01-06 05:43:41.422,678.174,79.153
307,VCC-NET,VCC-C,44430,2020-01-06 06:15:42.271,2020-01-06 06:26:33.167,650.896,28.364
308,VCC-NET,VCC-A,44428,2020-01-06 07:07:15.488,2020-01-06 07:17:10.635,595.147,14.262
309,VCC-NET,VCC-B,44431,2020-01-06 07:10:00.842,2020-01-06 07:19:52.386,591.544,13.846
310,VCC-NET,VCC-A,44428,2020-01-06 10:23:03.173,2020-01-06 10:32:52.472,589.299,12.965
311,VCC-NET,VCC-B,44431,2020-01-06 10:25:45.130,2020-01-06 10:35:37.905,592.775,13.329
312,VCC-NET,VCC-C,44430,2020-01-06 11:08:32.776,2020-01-06 11:19:19.630,646.854,23.397
313,VCC-NET,VCC-A,44428,2020-01-06 11:59:16.097,2020-01-06 12:10:40.132,684.035,65.781
314,VCC-NET,VCC-B,44431,2020-01-06 12:01:57.709,2020-01-06 12:13:22.330,684.621,70.549
315,VCC-NET,VCC-C,44430,2020-01-06 12:44:47.305,2020-01-06 12:55:55.346,668.041,51.807
316,VCC-NET,VCC-A,44428,2020-01-06 13:36:05.517,2020-01-06 13:45:37.372,571.855,14.996
317,VCC-NET,VCC-B,44431,2020-01-06 13:38:49.920,2020-01-06 13:47:49.527,571.855,14.064
