Pass #,GS Name,SC Name,SC NORAD ID,Start Time (UTCG),Stop Time (UTCG),Duration (sec),Max El (deg)
105,VTGS,VCC-C,44430,2019-12-04 00:58:36.123,2019-12-04 01:08:59.859,623.736,30.837
106,UVAGS,VCC-C,44430,2019-12-04 00:58:43.027,2019-12-04 01:09:19.680,636.653,40.845
107,ODUGS,VCC-C,44430,2019-12-04 00:59:16.755,2019-12-04 01:09:53.713,636.958,41.49
108,VTGS,VCC-A,44428,2019-12-04 01:27:48.988,2019-12-04 01:38:31.367,642.379,57.924
109,UVAGS,VCC-A,44428,2019-12-04 01:27:57.617,2019-12-04 01:38:45.052,647.435,80.783
110,ODUGS,VCC-A,44428,2019-12-04 01:28:31.072,2019-12-04 01:39:18.462,647.39,84.928
111,VTGS,VCC-B,44431,2019-12-04 01:30:31.468,2019-12-04 01:41:14.744,643.276,61.989
112,UVAGS,VCC-B,44431,2019-12-04 01:30:40.286,2019-12-04 01:41:27.848,647.562,86.069
113,ODUGS,VCC-B,44431,2019-12-04 01:31:13.759,2019-12-04 01:42:01.143,647.384,89.293
114,VTGS,VCC-C,44430,2019-12-04 02:35:08.860,2019-12-04 02:45:09.860,601.0,23.498
115,UVAGS,VCC-C,44430,2019-12-04 02:35:25.127,2019-12-04 02:45:06.312,581.185,17.976
116,ODUGS,VCC-C,44430,2019-12-04 02:36:02.169,2019-12-04 02:45:33.677,571.508,16.306
117,VTGS,VCC-A,44428,2019-12-04 03:04:51.130,2019-12-04 03:13:44.214,533.084,11.919
118,VTGS,VCC-B,44431,2019-12-04 03:07:37.062,2019-12-04 03:16:21.315,524.253,11.137
119,VTGS,VCC-C,44430,2019-12-04 17:36:55.839,2019-12-04 17:47:04.126,608.287,26.832
120,ODUGS,VCC-C,44430,2019-12-04 17:37:16.205,2019-12-04 17:47:48.722,632.517,43.582
121,UVAGS,VCC-C,44430,2019-12-04 17:37:17.671,2019-12-04 17:47:34.476,616.805,29.676
122,VTGS,VCC-A,44428,2019-12-04 18:06:15.472,2019-12-04 18:16:53.586,638.114,57.988
123,UVAGS,VCC-A,44428,2019-12-04 18:06:40.029,2019-12-04 18:17:22.479,642.45,63.935
124,ODUGS,VCC-A,44428,2019-12-04 18:06:47.355,2019-12-04 18:17:33.000,645.645,84.239
125,VTGS,VCC-B,44431,2019-12-04 18:08:57.632,2019-12-04 18:19:37.055,639.423,62.539
126,UVAGS,VCC-B,44431,2019-12-04 18:09:22.380,2019-12-04 18:20:05.877,643.497,68.76
127,ODUGS,VCC-B,44431,2019-12-04 18:09:30.470,2019-12-04 18:20:16.114,645.644,78.776
128,VTGS,VCC-C,44430,2019-12-04 19:13:15.919,2019-12-04 19:23:33.199,617.28,27.722
129,UVAGS,VCC-C,44430,2019-12-04 19:13:43.016,2019-12-04 19:24:02.266,619.25,27.236
130,ODUGS,VCC-C,44430,2019-12-04 19:14:08.788,2019-12-04 19:24:07.568,598.78,20.092
131,VTGS,VCC-A,44428,2019-12-04 19:43:24.823,2019-12-04 19:53:11.927,587.104,17.823
132,UVAGS,VCC-A,44428,2019-12-04 19:43:51.316,2019-12-04 19:53:42.346,591.03,17.996
133,ODUGS,VCC-A,44428,2019-12-04 19:44:24.325,2019-12-04 19:53:46.533,562.208,13.621
134,VTGS,VCC-B,44431,2019-12-04 19:46:10.885,2019-12-04 19:55:54.725,583.84,17.197
135,UVAGS,VCC-B,44431,2019-12-04 19:46:37.263,2019-12-04 19:56:25.304,588.041,17.407
136,ODUGS,VCC-B,44431,2019-12-04 19:47:10.905,2019-12-04 19:56:29.423,558.518,13.186
137,UVAGS,VCC-A,44428,2019-12-04 22:59:41.212,2019-12-04 23:08:37.362,536.15,10.941
138,UVAGS,VCC-B,44431,2019-12-04 23:02:24.717,2019-12-04 23:11:24.103,539.386,11.21
139,ODUGS,VCC-B,44431,2019-12-04 23:03:05.050,2019-12-04 23:11:51.400,526.35,10.173
140,VTGS,VCC-C,44430,2019-12-05 00:06:11.210,2019-12-05 00:16:04.538,593.328,19.226
141,UVAGS,VCC-C,44430,2019-12-05 00:06:16.894,2019-12-05 00:16:30.309,613.415,24.233
142,ODUGS,VCC-C,44430,2019-12-05 00:06:51.746,2019-12-05 00:17:03.854,612.108,23.804
143,VTGS,VCC-A,44428,2019-12-05 00:35:54.954,2019-12-05 00:46:20.258,625.304,30.899
144,UVAGS,VCC-A,44428,2019-12-05 00:36:01.870,2019-12-05 00:46:40.090,638.22,40.893
145,ODUGS,VCC-A,44428,2019-12-05 00:36:35.613,2019-12-05 00:47:14.137,638.524,41.533
146,VTGS,VCC-B,44431,2019-12-05 00:38:37.765,2019-12-05 00:49:05.377,627.612,32.495
147,UVAGS,VCC-B,44431,2019-12-05 00:38:44.822,2019-12-05 00:49:24.647,639.825,43.285
148,ODUGS,VCC-B,44431,2019-12-05 00:39:18.500,2019-12-05 00:49:58.684,640.184,44.121
149,VTGS,VCC-C,44430,2019-12-05 01:42:28.764,2019-12-05 01:53:03.683,634.919,49.636
150,UVAGS,VCC-C,44430,2019-12-05 01:42:40.886,2019-12-05 01:53:08.192,627.306,35.92
151,ODUGS,VCC-C,44430,2019-12-05 01:43:15.456,2019-12-05 01:53:39.029,623.573,32.949
152,VTGS,VCC-A,44428,2019-12-05 02:12:29.809,2019-12-05 02:22:32.558,602.749,23.623
153,UVAGS,VCC-A,44428,2019-12-05 02:12:46.047,2019-12-05 02:22:29.049,583.002,18.081
154,ODUGS,VCC-A,44428,2019-12-05 02:13:23.086,2019-12-05 02:22:56.445,573.359,16.406
155,VTGS,VCC-B,44431,2019-12-05 02:15:14.586,2019-12-05 02:25:12.743,598.157,22.192
156,UVAGS,VCC-B,44431,2019-12-05 02:15:31.305,2019-12-05 02:25:08.400,577.095,17.011
157,ODUGS,VCC-B,44431,2019-12-05 02:16:08.677,2019-12-05 02:25:35.387,566.71,15.402
158,VTGS,VCC-C,44430,2019-12-05 16:45:07.431,2019-12-05 16:54:12.349,544.918,13.378
159,ODUGS,VCC-C,44430,2019-12-05 16:45:12.942,2019-12-05 16:55:05.831,592.889,20.858
160,UVAGS,VCC-C,44430,2019-12-05 16:45:24.984,2019-12-05 16:54:45.805,560.821,14.98
161,VTGS,VCC-A,44428,2019-12-05 17:14:36.998,2019-12-05 17:24:47.199,610.201,27.118
162,ODUGS,VCC-A,44428,2019-12-05 17:14:57.515,2019-12-05 17:25:31.729,634.214,44.045
163,UVAGS,VCC-A,44428,2019-12-05 17:14:58.874,2019-12-05 17:25:17.534,618.66,29.988
164,VTGS,VCC-B,44431,2019-12-05 17:17:18.086,2019-12-05 17:27:32.127,614.041,28.947
165,ODUGS,VCC-B,44431,2019-12-05 17:17:39.758,2019-12-05 17:28:16.071,636.313,47.438
166,UVAGS,VCC-B,44431,2019-12-05 17:17:40.259,2019-12-05 17:28:02.279,622.02,32.014
167,VTGS,VCC-C,44430,2019-12-05 18:20:29.253,2019-12-05 18:31:06.380,637.127,50.788
168,UVAGS,VCC-C,44430,2019-12-05 18:20:55.886,2019-12-05 18:31:34.837,638.951,48.107
169,ODUGS,VCC-C,44430,2019-12-05 18:21:13.973,2019-12-05 18:31:41.927,627.954,33.067
170,VTGS,VCC-A,44428,2019-12-05 18:50:59.783,2019-12-05 19:01:18.288,618.505,27.661
171,UVAGS,VCC-A,44428,2019-12-05 18:51:26.888,2019-12-05 19:01:47.381,620.493,27.186
172,ODUGS,VCC-A,44428,2019-12-05 18:51:52.729,2019-12-05 19:01:52.692,599.963,20.076
173,VTGS,VCC-B,44431,2019-12-05 18:53:45.615,2019-12-05 19:04:01.672,616.057,26.426
174,UVAGS,VCC-B,44431,2019-12-05 18:54:12.707,2019-12-05 19:04:30.862,618.155,26.043
175,ODUGS,VCC-B,44431,2019-12-05 18:54:39.234,2019-12-05 19:04:36.049,596.815,19.306
176,VTGS,VCC-C,44430,2019-12-05 19:58:25.706,2019-12-05 20:07:18.397,532.691,11.069
177,UVAGS,VCC-C,44430,2019-12-05 19:58:49.408,2019-12-05 20:07:51.683,542.275,11.631
178,VTGS,VCC-C,44430,2019-12-05 23:13:44.162,2019-12-05 23:22:58.964,554.802,13.171
179,UVAGS,VCC-C,44430,2019-12-05 23:13:49.179,2019-12-05 23:23:30.254,581.075,16.309
180,ODUGS,VCC-C,44430,2019-12-05 23:14:26.004,2019-12-05 23:24:01.947,575.943,15.532
181,VTGS,VCC-A,44428,2019-12-05 23:44:01.328,2019-12-05 23:53:56.881,595.553,19.431
182,UVAGS,VCC-A,44428,2019-12-05 23:44:07.050,2019-12-05 23:54:22.553,615.503,24.491
183,ODUGS,VCC-A,44428,2019-12-05 23:44:41.892,2019-12-05 23:54:56.131,614.239,24.07
184,VTGS,VCC-B,44431,2019-12-05 23:46:44.761,2019-12-05 23:56:43.626,598.865,20.202
185,UVAGS,VCC-B,44431,2019-12-05 23:46:50.579,2019-12-05 23:57:08.771,618.192,25.536
186,ODUGS,VCC-B,44431,2019-12-05 23:47:25.287,2019-12-05 23:57:42.444,617.157,25.167
187,VTGS,VCC-C,44430,2019-12-06 00:49:55.740,2019-12-06 01:00:38.360,642.62,75.046
188,UVAGS,VCC-C,44430,2019-12-06 00:50:05.111,2019-12-06 01:00:49.794,644.683,78.741
189,ODUGS,VCC-C,44430,2019-12-06 00:50:38.657,2019-12-06 01:01:22.718,644.061,73.821
190,VTGS,VCC-A,44428,2019-12-06 01:20:21.282,2019-12-06 01:30:57.504,636.222,49.116
191,UVAGS,VCC-A,44428,2019-12-06 01:20:33.451,2019-12-06 01:31:01.908,628.457,35.62
192,ODUGS,VCC-A,44428,2019-12-06 01:21:08.057,2019-12-06 01:31:32.718,624.661,32.676
193,VTGS,VCC-B,44431,2019-12-06 01:23:05.750,2019-12-06 01:33:40.165,634.415,45.626
194,UVAGS,VCC-B,44431,2019-12-06 01:23:18.230,2019-12-06 01:33:43.897,625.667,33.324
195,ODUGS,VCC-B,44431,2019-12-06 01:23:52.991,2019-12-06 01:34:14.455,621.464,30.556
196,ODUGS,VCC-C,44430,2019-12-06 15:53:33.734,2019-12-06 16:02:05.795,512.061,10.137
197,VTGS,VCC-A,44428,2019-12-06 16:23:18.907,2019-12-06 16:32:27.783,548.876,13.712
198,ODUGS,VCC-A,44428,2019-12-06 16:23:24.956,2019-12-06 16:33:20.908,595.952,21.345
199,UVAGS,VCC-A,44428,2019-12-06 16:23:36.631,2019-12-06 16:33:01.118,564.487,15.339
200,VTGS,VCC-B,44431,2019-12-06 16:25:58.440,2019-12-06 16:35:14.891,556.451,14.636
201,ODUGS,VCC-B,44431,2019-12-06 16:26:06.049,2019-12-06 16:36:06.996,600.947,22.749
202,UVAGS,VCC-B,44431,2019-12-06 16:26:16.642,2019-12-06 16:35:47.853,571.211,16.332
203,VTGS,VCC-C,44430,2019-12-06 17:27:55.208,2019-12-06 17:38:35.198,639.99,75.953
204,UVAGS,VCC-C,44430,2019-12-06 17:28:20.434,2019-12-06 17:39:03.825,643.391,82.568
205,ODUGS,VCC-C,44430,2019-12-06 17:28:30.513,2019-12-06 17:39:13.352,642.839,65.456
206,VTGS,VCC-A,44428,2019-12-06 17:58:44.794,2019-12-06 18:09:23.034,638.24,49.867
207,UVAGS,VCC-A,44428,2019-12-06 17:59:11.461,2019-12-06 18:09:51.516,640.055,47.298
208,ODUGS,VCC-A,44428,2019-12-06 17:59:29.765,2019-12-06 18:09:58.562,628.797,32.628
209,VTGS,VCC-B,44431,2019-12-06 18:01:30.253,2019-12-06 18:12:07.311,637.058,46.791
210,UVAGS,VCC-B,44431,2019-12-06 18:01:57.003,2019-12-06 18:12:35.817,638.814,44.551
211,ODUGS,VCC-B,44431,2019-12-06 18:02:16.023,2019-12-06 18:12:42.680,626.657,30.994
212,VTGS,VCC-C,44430,2019-12-06 19:05:16.017,2019-12-06 19:14:48.663,572.646,15.595
213,UVAGS,VCC-C,44430,2019-12-06 19:05:42.028,2019-12-06 19:15:19.670,577.642,15.89
214,ODUGS,VCC-C,44430,2019-12-06 19:06:17.353,2019-12-06 19:15:23.576,546.223,12.044
215,VTGS,VCC-A,44428,2019-12-06 19:36:44.249,2019-12-06 19:45:37.499,533.25,11.029
216,UVAGS,VCC-A,44428,2019-12-06 19:37:07.881,2019-12-06 19:46:10.865,542.984,11.599
217,VTGS,VCC-B,44431,2019-12-06 19:39:32.487,2019-12-06 19:48:22.153,529.666,10.727
218,UVAGS,VCC-B,44431,2019-12-06 19:39:55.833,2019-12-06 19:48:55.764,539.931,11.317
219,UVAGS,VCC-C,44430,2019-12-06 22:21:17.500,2019-12-06 22:30:22.725,545.225,11.869
220,ODUGS,VCC-C,44430,2019-12-06 22:21:57.097,2019-12-06 22:30:51.013,533.916,10.882
221,VTGS,VCC-A,44428,2019-12-06 22:52:05.889,2019-12-06 23:01:23.802,557.913,13.39
222,UVAGS,VCC-A,44428,2019-12-06 22:52:10.954,2019-12-06 23:01:54.901,583.947,16.576
223,ODUGS,VCC-A,44428,2019-12-06 22:52:47.708,2019-12-06 23:02:26.699,578.991,15.806
224,VTGS,VCC-B,44431,2019-12-06 22:54:50.262,2019-12-06 23:04:12.011,561.749,13.832
225,UVAGS,VCC-B,44431,2019-12-06 22:54:55.360,2019-12-06 23:04:42.630,587.27,17.137
226,ODUGS,VCC-B,44431,2019-12-06 22:55:31.903,2019-12-06 23:05:14.658,582.755,16.39
227,VTGS,VCC-C,44430,2019-12-06 23:57:26.289,2019-12-07 00:07:56.900,630.611,37.095
228,UVAGS,VCC-C,44430,2019-12-06 23:57:33.697,2019-12-07 00:08:14.724,641.027,50.359
229,ODUGS,VCC-C,44430,2019-12-06 23:58:07.233,2019-12-07 00:08:48.664,641.431,51.841
230,VTGS,VCC-A,44428,2019-12-07 00:28:19.844,2019-12-07 00:39:04.168,644.324,77.006
231,UVAGS,VCC-A,44428,2019-12-07 00:28:29.296,2019-12-07 00:39:15.382,646.086,76.839
232,ODUGS,VCC-A,44428,2019-12-07 00:29:02.869,2019-12-07 00:39:48.269,645.4,71.921
233,VTGS,VCC-B,44431,2019-12-07 00:31:04.495,2019-12-07 00:41:49.075,644.58,82.386
234,UVAGS,VCC-B,44431,2019-12-07 00:31:14.162,2019-12-07 00:41:59.680,645.518,71.607
235,ODUGS,VCC-B,44431,2019-12-07 00:31:47.785,2019-12-07 00:42:32.419,644.634,66.73
236,VTGS,VCC-C,44430,2019-12-07 01:34:06.108,2019-12-07 01:43:48.524,582.416,18.801
237,UVAGS,VCC-C,44430,2019-12-07 01:34:24.238,2019-12-07 01:43:41.888,557.65,14.404
238,ODUGS,VCC-C,44430,2019-12-07 01:35:02.568,2019-12-07 01:44:07.680,545.112,12.947
239,ODUGS,VCC-A,44428,2019-12-07 15:32:15.502,2019-12-07 15:40:54.123,518.621,10.567
240,ODUGS,VCC-B,44431,2019-12-07 15:34:54.744,2019-12-07 15:43:42.880,528.136,11.349
241,VTGS,VCC-C,44430,2019-12-07 16:35:36.407,2019-12-07 16:45:56.696,620.289,33.903
242,UVAGS,VCC-C,44430,2019-12-07 16:35:59.245,2019-12-07 16:46:26.429,627.184,37.526
243,ODUGS,VCC-C,44430,2019-12-07 16:36:00.758,2019-12-07 16:46:39.306,638.548,56.862
244,VTGS,VCC-A,44428,2019-12-07 17:06:42.138,2019-12-07 17:17:23.889,641.751,78.799
245,UVAGS,VCC-A,44428,2019-12-07 17:07:07.455,2019-12-07 17:17:52.509,645.054,85.372
246,ODUGS,VCC-A,44428,2019-12-07 17:07:17.914,2019-12-07 17:18:01.909,643.995,63.238
247,VTGS,VCC-B,44431,2019-12-07 17:09:27.094,2019-12-07 17:20:09.377,642.283,84.443
248,UVAGS,VCC-B,44431,2019-12-07 17:09:52.577,2019-12-07 17:20:37.947,645.37,89.086
249,ODUGS,VCC-B,44431,2019-12-07 17:10:03.791,2019-12-07 17:20:47.093,643.302,58.959
250,VTGS,VCC-C,44430,2019-12-07 18:12:12.559,2019-12-07 18:22:20.173,607.614,23.665
251,UVAGS,VCC-C,44430,2019-12-07 18:12:39.580,2019-12-07 18:22:49.594,610.014,23.467
252,ODUGS,VCC-C,44430,2019-12-07 18:13:07.764,2019-12-07 18:22:54.441,586.677,17.516
