Network Pass #,GS Name,SC Name,SC NORAD ID,Start Time (UTCG),Stop Time (UTCG),Duration (sec),Max El (deg)
244,VCC-NET,VCC-B,44431,2020-01-01 13:10:50.659,2020-01-01 13:21:52.971,662.312,29.56
245,VCC-NET,VCC-C,44430,2020-01-01 13:57:06.486,2020-01-01 14:08:29.530,683.044,87.057
246,VCC-NET,VCC-A,44428,2020-01-01 14:44:26.611,2020-01-01 14:55:34.570,667.959,51.139
247,VCC-NET,VCC-B,44431,2020-01-01 14:47:09.503,2020-01-01 14:58:10.475,660.972,47.466
248,VCC-NET,VCC-C,44430,2020-01-01 15:33:55.207,2020-01-01 15:42:56.208,541.001,14.313
249,VCC-NET,VCC-A,44428,2020-01-02 05:47:15.394,2020-01-02 05:57:37.421,622.027,20.394
250,VCC-NET,VCC-B,44431,2020-01-02 05:49:52.763,2020-01-02 06:00:17.163,624.4,21.71
251,VCC-NET,VCC-C,44430,2020-01-02 06:34:51.614,2020-01-02 06:46:16.052,684.438,77.133
252,VCC-NET,VCC-A,44428,2020-01-02 07:22:36.163,2020-01-02 07:34:16.479,700.316,52.017
253,VCC-NET,VCC-B,44431,2020-01-02 07:25:19.449,2020-01-02 07:36:54.239,694.79,48.758
254,VCC-NET,VCC-C,44430,2020-01-02 08:11:43.755,2020-01-02 08:22:29.668,645.913,20.001
255,VCC-NET,VCC-A,44428,2020-01-02 09:00:32.842,2020-01-02 09:10:35.638,602.796,11.709
256,VCC-NET,VCC-B,44431,2020-01-02 09:03:18.900,2020-01-02 09:12:41.774,562.874,11.413
257,VCC-NET,VCC-C,44430,2020-01-02 11:28:32.437,2020-01-02 11:37:21.056,528.619,10.752
258,VCC-NET,VCC-A,44428,2020-01-02 12:15:54.883,2020-01-02 12:26:29.875,634.992,18.327
259,VCC-NET,VCC-B,44431,2020-01-02 12:18:36.985,2020-01-02 12:28:55.288,618.303,18.969
260,VCC-NET,VCC-C,44430,2020-01-02 13:04:12.077,2020-01-02 13:15:19.567,667.49,42.238
261,VCC-NET,VCC-A,44428,2020-01-02 13:52:07.202,2020-01-02 14:03:37.047,689.845,80.576
262,VCC-NET,VCC-B,44431,2020-01-02 13:54:49.449,2020-01-02 14:06:14.010,684.561,78.406
263,VCC-NET,VCC-C,44430,2020-01-02 14:40:36.777,2020-01-02 14:50:59.222,622.445,29.051
264,VCC-NET,VCC-B,44431,2020-01-03 04:58:31.221,2020-01-03 05:07:33.328,542.107,10.687
265,VCC-NET,VCC-C,44430,2020-01-03 05:42:18.817,2020-01-03 05:53:10.511,651.694,33.742
266,VCC-NET,VCC-A,44428,2020-01-03 06:30:16.063,2020-01-03 06:42:01.994,705.931,81.027
267,VCC-NET,VCC-B,44431,2020-01-03 06:32:57.912,2020-01-03 06:44:39.357,701.445,86.461
268,VCC-NET,VCC-C,44430,2020-01-03 07:18:19.590,2020-01-03 07:29:33.730,674.14,32.875
269,VCC-NET,VCC-A,44428,2020-01-03 08:07:37.085,2020-01-03 08:18:17.083,639.998,16.012
270,VCC-NET,VCC-B,44431,2020-01-03 08:10:22.562,2020-01-03 08:20:54.433,631.871,15.51
271,VCC-NET,VCC-A,44428,2020-01-03 11:23:41.800,2020-01-03 11:33:38.940,597.14,12.97
272,VCC-NET,VCC-B,44431,2020-01-03 11:26:24.212,2020-01-03 11:35:58.692,574.48,13.336
273,VCC-NET,VCC-C,44430,2020-01-03 12:11:17.291,2020-01-03 12:21:55.554,638.263,24.422
274,VCC-NET,VCC-A,44428,2020-01-03 12:59:51.607,2020-01-03 13:11:22.344,690.737,65.215
275,VCC-NET,VCC-B,44431,2020-01-03 13:02:33.463,2020-01-03 13:14:00.017,686.554,69.654
276,VCC-NET,VCC-C,44430,2020-01-03 13:47:29.693,2020-01-03 13:58:44.626,674.933,64.982
277,VCC-NET,VCC-A,44428,2020-01-03 14:36:31.771,2020-01-03 14:46:25.558,593.787,19.023
278,VCC-NET,VCC-B,44431,2020-01-03 14:39:15.910,2020-01-03 14:48:56.935,581.025,17.872
279,VCC-NET,VCC-C,44430,2020-01-04 04:50:09.557,2020-01-04 04:59:53.042,583.485,16.413
280,VCC-NET,VCC-A,44428,2020-01-04 05:38:11.427,2020-01-04 05:49:42.855,691.428,56.039
281,VCC-NET,VCC-B,44431,2020-01-04 05:40:51.571,2020-01-04 05:52:20.029,688.458,60.468
282,VCC-NET,VCC-C,44430,2020-01-04 06:25:06.975,2020-01-04 06:36:36.833,689.858,65.346
283,VCC-NET,VCC-A,44428,2020-01-04 07:14:47.957,2020-01-04 07:26:01.904,673.947,23.859
284,VCC-NET,VCC-B,44431,2020-01-04 07:17:32.519,2020-01-04 07:28:38.345,665.826,22.869
285,VCC-NET,VCC-C,44430,2020-01-04 08:02:50.679,2020-01-04 08:12:50.563,599.884,12.738
286,VCC-NET,VCC-B,44431,2020-01-04 10:34:42.866,2020-01-04 10:43:23.470,520.604,10.04
287,VCC-NET,VCC-C,44430,2020-01-04 11:18:19.595,2020-01-04 11:28:20.159,600.564,16.166
288,VCC-NET,VCC-A,44428,2020-01-04 12:07:37.287,2020-01-04 12:18:53.200,675.913,33.917
289,VCC-NET,VCC-B,44431,2020-01-04 12:10:18.963,2020-01-04 12:21:31.320,672.357,35.647
290,VCC-NET,VCC-C,44430,2020-01-04 12:54:28.730,2020-01-04 13:05:52.694,683.964,84.826
291,VCC-NET,VCC-A,44428,2020-01-04 13:43:59.042,2020-01-04 13:54:56.973,657.931,38.754
292,VCC-NET,VCC-B,44431,2020-01-04 13:46:41.925,2020-01-04 13:57:30.252,648.327,36.138
293,VCC-NET,VCC-C,44430,2020-01-04 14:31:26.621,2020-01-04 14:40:13.793,527.172,11.709
294,VCC-NET,VCC-A,44428,2020-01-05 04:46:26.113,2020-01-05 04:57:15.794,649.681,25.946
295,VCC-NET,VCC-B,44431,2020-01-05 04:49:04.090,2020-01-05 04:59:53.077,648.987,27.673
296,VCC-NET,VCC-C,44430,2020-01-05 05:32:08.421,2020-01-05 05:43:36.510,688.089,88.584
297,VCC-NET,VCC-A,44428,2020-01-05 06:22:08.523,2020-01-05 06:33:47.659,699.136,41.128
298,VCC-NET,VCC-B,44431,2020-01-05 06:24:51.916,2020-01-05 06:36:23.349,691.433,38.823
299,VCC-NET,VCC-C,44430,2020-01-05 07:09:12.534,2020-01-05 07:19:48.812,636.278,17.985
300,VCC-NET,VCC-A,44428,2020-01-05 08:00:15.165,2020-01-05 08:09:28.669,553.504,10.675
301,VCC-NET,VCC-B,44431,2020-01-05 08:03:23.413,2020-01-05 08:12:11.021,527.608,10.429
302,VCC-NET,VCC-C,44430,2020-01-05 10:25:21.413,2020-01-05 10:34:50.775,569.362,11.602
303,VCC-NET,VCC-A,44428,2020-01-05 11:15:21.961,2020-01-05 11:26:11.987,650.026,21.047
304,VCC-NET,VCC-B,44431,2020-01-05 11:18:03.663,2020-01-05 11:28:50.295,646.632,21.837
305,VCC-NET,VCC-C,44430,2020-01-05 12:01:30.617,2020-01-05 12:12:43.530,672.913,50.626
306,VCC-NET,VCC-A,44428,2020-01-05 12:51:35.143,2020-01-05 13:03:04.237,689.094,86.163
307,VCC-NET,VCC-B,44431,2020-01-05 12:54:17.246,2020-01-05 13:05:38.598,681.352,80.586
308,VCC-NET,VCC-C,44430,2020-01-05 13:38:00.210,2020-01-05 13:48:04.496,604.286,23.924
309,VCC-NET,VCC-A,44428,2020-01-06 03:54:59.621,2020-01-06 04:04:35.405,575.784,12.939
310,VCC-NET,VCC-B,44431,2020-01-06 03:57:36.534,2020-01-06 04:07:13.381,576.847,13.811
311,VCC-NET,VCC-C,44430,2020-01-06 04:39:26.967,2020-01-06 04:50:29.867,662.9,41.673
312,VCC-NET,VCC-A,44428,2020-01-06 05:29:41.234,2020-01-06 05:41:32.034,710.8,84.575
313,VCC-NET,VCC-B,44431,2020-01-06 05:32:23.248,2020-01-06 05:44:07.147,703.899,79.153
314,VCC-NET,VCC-C,44430,2020-01-06 06:15:42.271,2020-01-06 06:26:49.332,667.061,28.364
315,VCC-NET,VCC-A,44428,2020-01-06 07:07:15.488,2020-01-06 07:17:47.455,631.967,14.262
316,VCC-NET,VCC-B,44431,2020-01-06 07:10:00.842,2020-01-06 07:20:22.778,621.936,13.846
317,VCC-NET,VCC-A,44428,2020-01-06 10:23:03.173,2020-01-06 10:33:21.378,618.205,14.503
318,VCC-NET,VCC-B,44431,2020-01-06 10:25:45.130,2020-01-06 10:35:59.568,614.438,14.936
319,VCC-NET,VCC-C,44430,2020-01-06 11:08:32.776,2020-01-06 11:19:19.630,646.854,27.768
320,VCC-NET,VCC-A,44428,2020-01-06 11:59:16.097,2020-01-06 12:10:53.019,696.922,84.005
321,VCC-NET,VCC-B,44431,2020-01-06 12:01:57.709,2020-01-06 12:13:28.059,690.35,89.235
322,VCC-NET,VCC-C,44430,2020-01-06 12:44:47.305,2020-01-06 12:55:55.346,668.041,51.807
323,VCC-NET,VCC-A,44428,2020-01-06 13:36:05.517,2020-01-06 13:45:37.372,571.855,14.996
324,VCC-NET,VCC-B,44431,2020-01-06 13:38:49.920,2020-01-06 13:47:49.527,571.855,14.064
