Network Pass #,GS Name,SC Name,SC NORAD ID,Start Time (UTCG),Stop Time (UTCG),Duration (sec),Max El (deg)
23,VCC-NET,VCC-B,44431,2020-01-08 10:17:33.453,2020-01-08 10:28:15.837,642.384,25.426
24,VCC-NET,VCC-C,44430,2020-01-08 10:58:36.206,2020-01-08 11:09:53.310,677.104,61.35
25,VCC-NET,VCC-A,44428,2020-01-08 11:51:15.426,2020-01-08 12:02:23.379,667.953,65.527
26,VCC-NET,VCC-B,44431,2020-01-08 11:53:49.222,2020-01-08 12:04:54.773,665.551,60.984
27,VCC-NET,VCC-C,44430,2020-01-08 12:35:11.391,2020-01-08 12:44:58.257,586.866,19.907
28,VCC-NET,VCC-A,44428,2020-01-09 02:54:20.534,2020-01-09 03:04:09.531,588.997,16.594
29,VCC-NET,VCC-B,44431,2020-01-09 02:56:48.623,2020-01-09 03:06:44.380,595.757,17.604
30,VCC-NET,VCC-C,44430,2020-01-09 03:36:23.744,2020-01-09 03:47:38.925,675.181,51.701
31,VCC-NET,VCC-A,44428,2020-01-09 04:29:21.159,2020-01-09 04:40:55.740,694.581,65.063
32,VCC-NET,VCC-B,44431,2020-01-09 04:31:54.565,2020-01-09 04:43:28.270,693.705,60.962
33,VCC-NET,VCC-C,44430,2020-01-09 05:12:52.379,2020-01-09 05:23:55.395,663.016,24.855
34,VCC-NET,VCC-A,44428,2020-01-09 06:07:07.900,2020-01-09 06:17:12.435,604.535,12.785
35,VCC-NET,VCC-B,44431,2020-01-09 06:09:44.148,2020-01-09 06:19:45.400,601.252,12.457
36,VCC-NET,VCC-A,44428,2020-01-09 09:22:42.227,2020-01-09 09:32:45.130,602.903,16.335
37,VCC-NET,VCC-B,44431,2020-01-09 09:25:14.837,2020-01-09 09:35:20.962,606.125,16.85
38,VCC-NET,VCC-C,44430,2020-01-09 10:05:34.943,2020-01-09 10:16:29.388,654.445,31.836
39,VCC-NET,VCC-A,44428,2020-01-09 10:58:54.293,2020-01-09 11:10:19.834,685.541,85.689
40,VCC-NET,VCC-B,44431,2020-01-09 11:01:26.776,2020-01-09 11:12:52.272,685.496,88.91
41,VCC-NET,VCC-C,44430,2020-01-09 11:41:52.132,2020-01-09 11:52:39.974,647.842,41.819
42,VCC-NET,VCC-A,44428,2020-01-09 12:35:55.418,2020-01-09 12:44:42.826,527.408,11.641
43,VCC-NET,VCC-B,44431,2020-01-09 12:38:31.120,2020-01-09 12:47:09.845,518.725,10.902
44,VCC-NET,VCC-C,44430,2020-01-10 02:43:54.599,2020-01-10 02:54:21.663,627.064,23.742
45,VCC-NET,VCC-A,44428,2020-01-10 03:37:02.319,2020-01-10 03:48:35.784,693.465,89.27
46,VCC-NET,VCC-B,44431,2020-01-10 03:39:33.499,2020-01-10 03:51:07.717,694.218,84.305
47,VCC-NET,VCC-C,44430,2020-01-10 04:19:26.310,2020-01-10 04:30:52.540,686.23,44.424
48,VCC-NET,VCC-A,44428,2020-01-10 05:14:10.570,2020-01-10 05:24:50.891,640.321,17.874
49,VCC-NET,VCC-B,44431,2020-01-10 05:16:45.333,2020-01-10 05:27:22.569,637.236,17.312
50,VCC-NET,VCC-C,44430,2020-01-10 05:57:26.366,2020-01-10 06:06:42.312,555.946,10.948
51,VCC-NET,VCC-A,44428,2020-01-10 08:30:24.348,2020-01-10 08:39:59.931,575.583,11.804
52,VCC-NET,VCC-B,44431,2020-01-10 08:32:56.495,2020-01-10 08:42:18.516,562.021,12.102
53,VCC-NET,VCC-C,44430,2020-01-10 09:12:32.106,2020-01-10 09:22:52.519,620.413,19.799
54,VCC-NET,VCC-A,44428,2020-01-10 10:06:36.230,2020-01-10 10:17:51.465,675.235,52.134
55,VCC-NET,VCC-B,44431,2020-01-10 10:09:07.596,2020-01-10 10:20:24.228,676.632,55.386
56,VCC-NET,VCC-C,44430,2020-01-10 10:48:41.426,2020-01-10 11:00:02.956,681.53,85.811
57,VCC-NET,VCC-A,44428,2020-01-10 11:43:09.398,2020-01-10 11:53:15.557,606.159,23.4
58,VCC-NET,VCC-B,44431,2020-01-10 11:45:42.502,2020-01-10 11:55:42.349,599.847,22.051
59,VCC-NET,VCC-C,44430,2020-01-11 01:51:43.413,2020-01-11 02:00:48.830,545.417,11.533
60,VCC-NET,VCC-A,44428,2020-01-11 02:45:00.031,2020-01-11 02:56:10.260,670.229,43.643
61,VCC-NET,VCC-B,44431,2020-01-11 02:47:28.675,2020-01-11 02:58:41.802,673.127,46.739
62,VCC-NET,VCC-C,44430,2020-01-11 03:26:13.078,2020-01-11 03:37:47.545,694.467,87.271
63,VCC-NET,VCC-A,44428,2020-01-11 04:21:21.008,2020-01-11 04:32:31.946,670.938,27.714
64,VCC-NET,VCC-B,44431,2020-01-11 04:23:53.978,2020-01-11 04:35:02.514,668.536,26.545
65,VCC-NET,VCC-C,44430,2020-01-11 05:03:38.446,2020-01-11 05:13:59.033,620.587,14.903
66,VCC-NET,VCC-C,44430,2020-01-11 08:19:29.924,2020-01-11 08:29:05.747,575.823,13.652
67,VCC-NET,VCC-A,44428,2020-01-11 09:14:18.819,2020-01-11 09:25:09.273,650.454,28.75
68,VCC-NET,VCC-B,44431,2020-01-11 09:16:49.229,2020-01-11 09:27:42.114,652.885,30.017
69,VCC-NET,VCC-C,44430,2020-01-11 09:55:35.174,2020-01-11 10:06:55.452,680.278,74.571
70,VCC-NET,VCC-A,44428,2020-01-11 10:50:36.871,2020-01-11 11:01:34.362,657.491,49.41
71,VCC-NET,VCC-B,44431,2020-01-11 10:53:08.106,2020-01-11 11:04:02.406,654.3,46.093
72,VCC-NET,VCC-C,44430,2020-01-11 11:32:16.887,2020-01-11 11:42:00.451,583.564,16.61
73,VCC-NET,VCC-A,44428,2020-01-12 01:53:18.992,2020-01-12 02:03:35.417,616.425,20.984
74,VCC-NET,VCC-B,44431,2020-01-12 01:55:44.550,2020-01-12 02:06:06.915,622.365,22.238
75,VCC-NET,VCC-C,44430,2020-01-12 02:33:15.363,2020-01-12 02:44:37.779,682.416,64.371
76,VCC-NET,VCC-A,44428,2020-01-12 03:28:42.058,2020-01-12 03:40:13.199,691.141,50.638
77,VCC-NET,VCC-B,44431,2020-01-12 03:31:12.992,2020-01-12 03:42:42.816,689.824,47.721
78,VCC-NET,VCC-C,44430,2020-01-12 04:09:56.530,2020-01-12 04:20:51.937,655.407,22.019
79,VCC-NET,VCC-A,44428,2020-01-12 05:06:39.666,2020-01-12 05:16:32.108,592.442,11.595
80,VCC-NET,VCC-B,44431,2020-01-12 05:09:13.088,2020-01-12 05:18:35.041,561.953,11.324
81,VCC-NET,VCC-C,44430,2020-01-12 07:26:51.937,2020-01-12 07:35:32.375,520.438,10.129
82,VCC-NET,VCC-A,44428,2020-01-12 08:21:59.733,2020-01-12 08:32:15.627,615.894,18.542
83,VCC-NET,VCC-B,44431,2020-01-12 08:24:29.354,2020-01-12 08:34:48.281,618.927,19.159
84,VCC-NET,VCC-C,44430,2020-01-12 09:02:30.491,2020-01-12 09:13:31.844,661.353,36.852
85,VCC-NET,VCC-A,44428,2020-01-12 09:58:11.843,2020-01-12 10:09:36.606,684.763,78.332
86,VCC-NET,VCC-B,44431,2020-01-12 10:00:41.561,2020-01-12 10:12:05.675,684.114,80.206
87,VCC-NET,VCC-C,44430,2020-01-12 10:38:50.999,2020-01-12 10:49:26.803,635.804,34.182
88,VCC-NET,VCC-A,44428,2020-01-13 01:01:53.059,2020-01-13 01:10:44.525,531.466,10.267
89,VCC-NET,VCC-B,44431,2020-01-13 01:04:16.594,2020-01-13 01:13:16.711,540.117,10.958
90,VCC-NET,VCC-C,44430,2020-01-13 01:40:36.989,2020-01-13 01:51:19.886,642.897,28.551
91,VCC-NET,VCC-A,44428,2020-01-13 02:36:16.083,2020-01-13 02:47:52.339,696.256,83.155
92,VCC-NET,VCC-B,44431,2020-01-13 02:38:44.758,2020-01-13 02:50:21.160,696.402,88.125
93,VCC-NET,VCC-C,44430,2020-01-13 03:16:24.135,2020-01-13 03:27:45.834,681.699,37.62
94,VCC-NET,VCC-A,44428,2020-01-13 04:13:38.260,2020-01-13 04:24:06.934,628.674,15.834
95,VCC-NET,VCC-B,44431,2020-01-13 04:16:10.202,2020-01-13 04:26:35.722,625.52,15.379
96,VCC-NET,VCC-C,44430,2020-01-13 04:54:53.301,2020-01-13 05:03:37.489,524.188,10.249
97,VCC-NET,VCC-A,44428,2020-01-13 07:29:41.485,2020-01-13 07:39:13.522,572.037,13.08
98,VCC-NET,VCC-B,44431,2020-01-13 07:32:10.455,2020-01-13 07:41:45.649,575.194,13.428
99,VCC-NET,VCC-C,44430,2020-01-13 08:09:24.877,2020-01-13 08:19:54.570,629.693,22.052
100,VCC-NET,VCC-A,44428,2020-01-13 09:05:50.834,2020-01-13 09:17:11.294,680.46,66.639
101,VCC-NET,VCC-B,44431,2020-01-13 09:08:19.250,2020-01-13 09:19:40.618,681.368,70.926
102,VCC-NET,VCC-C,44430,2020-01-13 09:45:35.151,2020-01-13 09:56:45.799,670.648,78.193
103,VCC-NET,VCC-A,44428,2020-01-13 10:42:31.615,2020-01-13 10:52:11.029,579.414,18.54
104,VCC-NET,VCC-B,44431,2020-01-13 10:45:02.122,2020-01-13 10:54:53.453,591.331,17.496
105,VCC-NET,VCC-C,44430,2020-01-14 00:48:19.732,2020-01-14 00:57:48.439,568.707,13.94
106,VCC-NET,VCC-A,44428,2020-01-14 01:44:05.631,2020-01-14 01:55:26.873,681.242,57.641
107,VCC-NET,VCC-B,44431,2020-01-14 01:46:31.793,2020-01-14 01:57:55.088,683.295,61.794
108,VCC-NET,VCC-C,44430,2020-01-14 02:23:03.994,2020-01-14 02:34:38.214,694.22,78.064
109,VCC-NET,VCC-A,44428,2020-01-14 03:20:43.486,2020-01-14 03:31:45.222,661.736,23.532
110,VCC-NET,VCC-B,44431,2020-01-14 03:23:13.612,2020-01-14 03:34:12.727,659.115,22.642
111,VCC-NET,VCC-C,44430,2020-01-14 04:00:38.804,2020-01-14 04:10:50.131,611.327,13.703
112,VCC-NET,VCC-B,44431,2020-01-14 06:40:16.339,2020-01-14 06:48:57.469,521.13,10.087
113,VCC-NET,VCC-C,44430,2020-01-14 07:16:15.700,2020-01-14 07:26:06.502,590.802,14.876
114,VCC-NET,VCC-A,44428,2020-01-14 08:13:31.262,2020-01-14 08:24:31.367,660.105,34.382
115,VCC-NET,VCC-B,44431,2020-01-14 08:15:58.545,2020-01-14 08:27:00.705,662.16,36.047
116,VCC-NET,VCC-C,44430,2020-01-14 08:52:24.650,2020-01-14 09:03:46.958,682.308,89.354
117,VCC-NET,VCC-A,44428,2020-01-14 09:49:53.192,2020-01-14 10:00:37.036,643.844,37.776
118,VCC-NET,VCC-B,44431,2020-01-14 09:52:21.535,2020-01-14 10:03:01.346,639.811,35.437
119,VCC-NET,VCC-C,44430,2020-01-14 10:29:13.836,2020-01-14 10:38:09.794,535.958,13.865
120,VCC-NET,VCC-A,44428,2020-01-15 00:52:14.519,2020-01-15 01:02:53.532,639.013,26.548
121,VCC-NET,VCC-B,44431,2020-01-15 00:54:37.737,2020-01-15 01:05:21.419,643.682,28.154
122,VCC-NET,VCC-C,44430,2020-01-15 01:29:58.704,2020-01-15 01:41:26.517,687.813,79.234
123,VCC-NET,VCC-A,44428,2020-01-15 02:27:58.464,2020-01-15 02:39:24.501,686.037,40.402
124,VCC-NET,VCC-B,44431,2020-01-15 02:30:26.517,2020-01-15 02:41:50.870,684.353,38.357
125,VCC-NET,VCC-C,44430,2020-01-15 03:06:51.530,2020-01-15 03:17:38.970,647.44,19.746
126,VCC-NET,VCC-A,44428,2020-01-15 04:06:28.299,2020-01-15 04:15:18.544,530.245,10.611
127,VCC-NET,VCC-B,44431,2020-01-15 04:08:58.192,2020-01-15 04:17:45.539,527.347,10.389
128,VCC-NET,VCC-C,44430,2020-01-15 06:23:05.509,2020-01-15 06:32:29.529,564.02,10.837
129,VCC-NET,VCC-A,44428,2020-01-15 07:21:10.820,2020-01-15 07:31:39.110,628.29,21.229
130,VCC-NET,VCC-B,44431,2020-01-15 07:23:37.119,2020-01-15 07:34:08.205,631.086,21.979
131,VCC-NET,VCC-C,44430,2020-01-15 07:59:16.393,2020-01-15 08:10:23.746,667.353,43.11
132,VCC-NET,VCC-A,44428,2020-01-15 08:57:23.896,2020-01-15 09:08:45.532,681.636,84.414
133,VCC-NET,VCC-B,44431,2020-01-15 08:59:50.510,2020-01-15 09:11:03.394,672.884,79.32
134,VCC-NET,VCC-C,44430,2020-01-15 09:35:40.811,2020-01-15 09:46:02.581,621.77,28.33
135,VCC-NET,VCC-A,44428,2020-01-16 00:00:42.782,2020-01-16 00:10:06.949,564.167,13.229
136,VCC-NET,VCC-B,44431,2020-01-16 00:03:04.038,2020-01-16 00:12:35.044,571.006,14.028
137,VCC-NET,VCC-C,44430,2020-01-16 00:37:11.659,2020-01-16 00:48:07.617,655.958,34.456
138,VCC-NET,VCC-A,44428,2020-01-16 01:35:25.674,2020-01-16 01:47:02.438,696.764,82.966
139,VCC-NET,VCC-B,44431,2020-01-16 01:37:51.441,2020-01-16 01:49:27.829,696.388,78.113
140,VCC-NET,VCC-C,44430,2020-01-16 02:13:13.028,2020-01-16 02:24:29.463,676.435,32.42
141,VCC-NET,VCC-A,44428,2020-01-16 03:13:00.641,2020-01-16 03:23:17.443,616.802,14.163
142,VCC-NET,VCC-B,44431,2020-01-16 03:15:29.349,2020-01-16 03:25:43.011,613.662,13.791
143,VCC-NET,VCC-A,44428,2020-01-16 06:28:47.034,2020-01-16 06:38:37.266,590.232,14.59
144,VCC-NET,VCC-B,44431,2020-01-16 06:31:12.526,2020-01-16 06:41:05.813,593.287,14.997
145,VCC-NET,VCC-C,44430,2020-01-16 07:06:07.825,2020-01-16 07:16:46.196,638.371,24.683
146,VCC-NET,VCC-A,44428,2020-01-16 08:04:59.656,2020-01-16 08:16:23.517,683.861,85.085
147,VCC-NET,VCC-B,44431,2020-01-16 08:07:24.781,2020-01-16 08:18:49.047,684.266,89.641
148,VCC-NET,VCC-C,44430,2020-01-16 08:42:19.568,2020-01-16 08:53:24.207,664.639,63.66
149,VCC-NET,VCC-A,44428,2020-01-16 09:41:49.648,2020-01-16 09:50:54.678,545.03,14.701
150,VCC-NET,VCC-B,44431,2020-01-16 09:44:17.263,2020-01-16 09:53:14.509,537.246,13.865
151,VCC-NET,VCC-C,44430,2020-01-16 23:44:48.688,2020-01-16 23:54:36.786,588.098,16.653
152,VCC-NET,VCC-A,44428,2020-01-17 00:43:07.522,2020-01-17 00:54:36.649,689.127,75.901
153,VCC-NET,VCC-B,44431,2020-01-17 00:45:30.771,2020-01-17 00:57:01.231,690.46,80.84
154,VCC-NET,VCC-C,44430,2020-01-17 01:19:46.199,2020-01-17 01:31:19.041,692.842,64.468
155,VCC-NET,VCC-A,44428,2020-01-17 02:20:01.029,2020-01-17 02:30:52.692,651.663,20.306
156,VCC-NET,VCC-B,44431,2020-01-17 02:22:27.904,2020-01-17 02:33:16.789,648.885,19.653
157,VCC-NET,VCC-C,44430,2020-01-17 02:57:29.647,2020-01-17 03:07:31.900,602.253,12.679
158,VCC-NET,VCC-A,44428,2020-01-17 05:36:57.666,2020-01-17 05:45:47.713,530.047,10.775
159,VCC-NET,VCC-B,44431,2020-01-17 05:38:47.579,2020-01-17 05:48:14.958,567.379,11.011
160,VCC-NET,VCC-C,44430,2020-01-17 06:12:56.358,2020-01-17 06:22:57.025,600.667,16.256
161,VCC-NET,VCC-A,44428,2020-01-17 07:12:37.667,2020-01-17 07:23:46.075,668.408,41.936
162,VCC-NET,VCC-B,44431,2020-01-17 07:15:01.480,2020-01-17 07:26:11.540,670.06,44.169
163,VCC-NET,VCC-C,44430,2020-01-17 07:49:04.646,2020-01-17 08:00:27.833,683.187,85.78
164,VCC-NET,VCC-A,44428,2020-01-17 08:49:04.525,2020-01-17 08:59:31.206,626.681,29.454
165,VCC-NET,VCC-B,44431,2020-01-17 08:51:29.651,2020-01-17 09:01:51.394,621.743,27.772
166,VCC-NET,VCC-C,44430,2020-01-17 09:26:02.359,2020-01-17 09:34:46.857,524.498,11.53
167,VCC-NET,VCC-A,44428,2020-01-17 23:51:07.219,2020-01-18 00:02:04.203,656.984,33.852
168,VCC-NET,VCC-B,44431,2020-01-17 23:53:27.615,2020-01-18 00:04:28.202,660.587,35.975
169,VCC-NET,VCC-C,44430,2020-01-18 00:26:33.608,2020-01-18 00:38:05.188,691.58,89.285
170,VCC-NET,VCC-A,44428,2020-01-18 01:27:10.245,2020-01-18 01:38:29.724,679.479,33.106
171,VCC-NET,VCC-B,44431,2020-01-18 01:29:35.018,2020-01-18 01:40:52.516,677.498,31.64
172,VCC-NET,VCC-C,44430,2020-01-18 02:03:37.278,2020-01-18 02:14:16.505,639.227,17.934
173,VCC-NET,VCC-C,44430,2020-01-18 05:19:44.349,2020-01-18 05:29:16.720,572.371,11.631
174,VCC-NET,VCC-A,44428,2020-01-18 06:20:15.581,2020-01-18 06:30:55.485,639.904,24.555
175,VCC-NET,VCC-B,44431,2020-01-18 06:22:38.225,2020-01-18 06:33:20.642,642.417,25.48
176,VCC-NET,VCC-C,44430,2020-01-18 06:55:52.667,2020-01-18 07:07:05.083,672.416,50.967
177,VCC-NET,VCC-A,44428,2020-01-18 07:56:30.537,2020-01-18 08:07:37.839,667.302,64.913
178,VCC-NET,VCC-B,44431,2020-01-18 07:58:53.707,2020-01-18 08:09:58.677,664.97,60.694
179,VCC-NET,VCC-C,44430,2020-01-18 08:32:21.610,2020-01-18 08:42:27.222,605.612,23.741
180,VCC-NET,VCC-A,44428,2020-01-18 22:59:30.265,2020-01-18 23:09:20.667,590.402,16.73
181,VCC-NET,VCC-B,44431,2020-01-18 23:01:47.642,2020-01-18 23:11:44.486,596.844,17.676
182,VCC-NET,VCC-C,44430,2020-01-18 23:33:38.346,2020-01-18 23:44:44.961,666.615,41.801
183,VCC-NET,VCC-A,44428,2020-01-19 00:34:30.940,2020-01-19 00:46:06.187,695.247,64.7
184,VCC-NET,VCC-B,44431,2020-01-19 00:36:53.388,2020-01-19 00:48:27.820,694.432,60.906
185,VCC-NET,VCC-C,44430,2020-01-19 01:09:52.894,2020-01-19 01:21:03.431,670.537,28.359
186,VCC-NET,VCC-A,44428,2020-01-19 02:12:17.547,2020-01-19 02:22:22.500,604.953,12.782
187,VCC-NET,VCC-B,44431,2020-01-19 02:14:42.604,2020-01-19 02:24:44.501,601.897,12.476
188,VCC-NET,VCC-A,44428,2020-01-19 05:27:50.992,2020-01-19 05:37:54.288,603.296,16.383
189,VCC-NET,VCC-B,44431,2020-01-19 05:30:12.632,2020-01-19 05:40:18.856,606.224,16.861
190,VCC-NET,VCC-C,44430,2020-01-19 06:02:40.979,2020-01-19 06:13:27.356,646.377,27.785
191,VCC-NET,VCC-A,44428,2020-01-19 07:04:02.770,2020-01-19 07:15:28.098,685.328,86.135
192,VCC-NET,VCC-B,44431,2020-01-19 07:06:24.261,2020-01-19 07:17:49.474,685.213,88.841
193,VCC-NET,VCC-C,44430,2020-01-19 07:38:54.689,2020-01-19 07:49:51.849,657.16,51.752
194,VCC-NET,VCC-A,44428,2020-01-19 08:41:03.871,2020-01-19 08:49:50.081,526.21,11.559
195,VCC-NET,VCC-B,44431,2020-01-19 08:43:28.345,2020-01-19 08:52:06.368,518.023,10.871
196,VCC-NET,VCC-C,44430,2020-01-19 22:41:05.758,2020-01-19 22:51:14.165,608.407,19.753
197,VCC-NET,VCC-A,44428,2020-01-19 23:42:05.474,2020-01-19 23:53:39.737,694.263,89.145
198,VCC-NET,VCC-B,44431,2020-01-19 23:44:25.389,2020-01-19 23:56:00.362,694.973,84.414
199,VCC-NET,VCC-C,44430,2020-01-20 00:16:19.578,2020-01-20 00:27:50.052,690.474,53.622
200,VCC-NET,VCC-A,44428,2020-01-20 01:19:13.494,2020-01-20 01:29:54.419,640.925,17.881
201,VCC-NET,VCC-B,44431,2020-01-20 01:21:36.707,2020-01-20 01:32:14.772,638.065,17.36
202,VCC-NET,VCC-C,44430,2020-01-20 01:54:10.875,2020-01-20 02:04:04.323,593.448,11.802
203,VCC-NET,VCC-A,44428,2020-01-20 04:35:26.542,2020-01-20 04:45:02.511,575.969,11.827
204,VCC-NET,VCC-B,44431,2020-01-20 04:37:47.285,2020-01-20 04:47:09.444,562.159,12.101
205,VCC-NET,VCC-C,44430,2020-01-20 05:09:27.034,2020-01-20 05:19:37.253,610.219,17.813
206,VCC-NET,VCC-A,44428,2020-01-20 06:11:38.113,2020-01-20 06:22:53.341,675.228,52.264
207,VCC-NET,VCC-B,44431,2020-01-20 06:13:58.110,2020-01-20 06:25:14.571,676.461,55.276
208,VCC-NET,VCC-C,44430,2020-01-20 06:45:35.169,2020-01-20 06:56:58.069,682.9,83.715
209,VCC-NET,VCC-A,44428,2020-01-20 07:48:11.046,2020-01-20 07:58:16.606,605.56,23.325
210,VCC-NET,VCC-B,44431,2020-01-20 07:50:32.630,2020-01-20 08:00:32.259,599.629,22.071
211,VCC-NET,VCC-A,44428,2020-01-20 22:49:56.662,2020-01-20 23:01:07.685,671.023,43.733
212,VCC-NET,VCC-B,44431,2020-01-20 22:52:13.768,2020-01-20 23:03:27.495,673.727,46.591
213,VCC-NET,VCC-C,44430,2020-01-20 23:22:59.931,2020-01-20 23:34:33.841,693.91,76.402
214,VCC-NET,VCC-A,44428,2020-01-21 00:26:17.268,2020-01-21 00:37:28.950,671.682,27.753
215,VCC-NET,VCC-B,44431,2020-01-21 00:28:38.347,2020-01-21 00:39:47.821,669.474,26.67
216,VCC-NET,VCC-C,44430,2020-01-21 01:00:13.677,2020-01-21 01:10:44.541,630.864,16.406
217,VCC-NET,VCC-C,44430,2020-01-21 04:16:13.072,2020-01-21 04:25:38.123,565.051,12.517
218,VCC-NET,VCC-A,44428,2020-01-21 05:19:14.116,2020-01-21 05:30:04.656,650.54,28.755
219,VCC-NET,VCC-B,44431,2020-01-21 05:21:32.768,2020-01-21 05:32:25.499,652.731,29.919
220,VCC-NET,VCC-C,44430,2020-01-21 05:52:19.317,2020-01-21 06:03:35.864,676.547,60.763
221,VCC-NET,VCC-A,44428,2020-01-21 06:55:31.867,2020-01-21 07:06:29.169,657.302,49.402
222,VCC-NET,VCC-B,44431,2020-01-21 06:57:51.251,2020-01-21 07:08:45.546,654.295,46.324
223,VCC-NET,VCC-C,44430,2020-01-21 07:28:53.425,2020-01-21 07:38:40.631,654.295,20.05
